dataset,metric,mean,std
EnergyEfficiency_sample_153,mse,0.003990888039822734,0.0018753200259817857
EnergyEfficiency_sample_153,aug_mse,0.00344493113130163,0.00194710615083448
EnergyEfficiency_sample_153,delta_mse,-13.329874584940837,29.86072223037437
EnergyEfficiency_sample_153,p_wilcoxon,0.061783854166666666,0.09929258414487728
EnergyEfficiency_sample_153,should_proceed,0.7333333333333333,0.44221663871405326
EnergyEfficiency_sample_306,mse,0.0023316135129232223,0.0005595756960309798
EnergyEfficiency_sample_306,aug_mse,0.0020609256057774763,0.0005739311551029307
EnergyEfficiency_sample_306,delta_mse,-12.204467636664496,12.16386075387428
EnergyEfficiency_sample_306,p_wilcoxon,0.0345703125,0.06634092221707488
EnergyEfficiency_sample_306,should_proceed,0.8,0.4000000000000001
EnergyEfficiency_sample_459,mse,0.0016528976983455144,0.0004473421102811359
EnergyEfficiency_sample_459,aug_mse,0.0014315469671673366,0.0004353489095001394
EnergyEfficiency_sample_459,delta_mse,-10.548597213629156,22.952344563569195
EnergyEfficiency_sample_459,p_wilcoxon,0.025325520833333334,0.029726593868613902
EnergyEfficiency_sample_459,should_proceed,0.8,0.4
EnergyEfficiency_sample_612,mse,0.001280742914691739,0.0002871458360734887
EnergyEfficiency_sample_612,aug_mse,0.000998467998717159,0.00023838539361849593
EnergyEfficiency_sample_612,delta_mse,-19.349168088994528,20.690718406976362
EnergyEfficiency_sample_612,p_wilcoxon,0.014908854166666667,0.019454493272384226
EnergyEfficiency_sample_612,should_proceed,0.8,0.4
EnergyEfficiency_sample_765,mse,0.0009675013237280992,0.0002414943851081512
EnergyEfficiency_sample_765,aug_mse,0.0007612863356135901,0.0002521352536902236
EnergyEfficiency_sample_765,delta_mse,-20.960276522224618,16.936163246613333
EnergyEfficiency_sample_765,p_wilcoxon,0.0419921875,0.052729552248606676
EnergyEfficiency_sample_765,should_proceed,0.7333333333333333,0.4422166387140533
