dataset,metric,mean,std
503_wind_sample_1314,mse,0.007335323304040227,0.0010128641504060963
503_wind_sample_1314,aug_mse,0.00733915989324593,0.0010089606331332656
503_wind_sample_1314,delta_mse,0.059092440791154485,0.39968935941606587
503_wind_sample_1314,p_wilcoxon,0.5007161458333333,0.16431824787840513
503_wind_sample_1314,should_proceed,0.0,0.0
503_wind_sample_2628,mse,0.006362887902984377,0.0005024884803033514
503_wind_sample_2628,aug_mse,0.006367773470141395,0.000503632661859426
503_wind_sample_2628,delta_mse,0.07564965132657013,0.20824050024401694
503_wind_sample_2628,p_wilcoxon,0.4680989583333333,0.10819834588824077
503_wind_sample_2628,should_proceed,0.0,0.0
503_wind_sample_3942,mse,0.006579727321435122,0.00037996693845360793
503_wind_sample_3942,aug_mse,0.006582507879255101,0.0003805270270729449
503_wind_sample_3942,delta_mse,0.041963380517304104,0.1494521485426001
503_wind_sample_3942,p_wilcoxon,0.49309895833333334,0.11221915145382491
503_wind_sample_3942,should_proceed,0.0,0.0
503_wind_sample_5256,mse,0.006583374279892312,0.000324903463511039
503_wind_sample_5256,aug_mse,0.006583569883195051,0.0003264794883289253
503_wind_sample_5256,delta_mse,0.0019145248094243918,0.11681316179958723
503_wind_sample_5256,p_wilcoxon,0.4977213541666667,0.0950997846916285
503_wind_sample_5256,should_proceed,0.0,0.0
503_wind_sample_6570,mse,0.006175107028979267,0.00019406585694171246
503_wind_sample_6570,aug_mse,0.0061749632980294,0.00019155658346807603
503_wind_sample_6570,delta_mse,-0.0010718159784863447,0.08951091675172927
503_wind_sample_6570,p_wilcoxon,0.5284505208333333,0.12852189120572893
503_wind_sample_6570,should_proceed,0.0,0.0
