model_name,dataset,stopping_rule,alpha,lazy_interval,ablation,early_stopping_rate_well_posed,early_stopping_rate_ill_posed,avg_tokens_saved_ill_posed,avg_percentage_saved_ill_posed,soft_upperbound,tokens_saved_list_well_posed,cal_length_quartiles,test_length_quartiles
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,gpqa,Length,0.05,none,none,51.048951048951054,35.66433566433567,630.93006993007,8.104633351807426,,"[1317, 1330, 0, 1309, 1746, 2740, 5332, 4387, 2500, 0, 0, 0, 1076, 0, 1594, 1859, 1353, 0, 3281, 0, 524, 8145, 0, 0, 339, 0, 3098, 1376, 1865, 0, 0, 1569, 4097, 1398, 11043, 8512, 1072, 201, 8172, 0, 0, 1550, 126, 312, 1146, 3385, 0, 0, 0, 35, 0, 0, 0, 3177, 3343, 0, 1380, 0, 0, 2798, 3782, 0, 3195, 0, 0, 6953, 0, 0, 0, 0, 0, 4262, 0, 5768, 3723, 0, 0, 5117, 3865, 0, 0, 250, 951, 0, 3884, 5776, 0, 0, 2093, 0, 0, 0, 1361, 1881, 1222, 11368, 1271, 0, 4817, 0, 0, 3768, 2164, 2869, 0, 2, 107, 772, 875, 1177, 3870, 0, 4174, 0, 0, 0, 2045, 0, 0, 2127, 0, 3347, 0, 0, 3750, 3086, 0, 0, 0, 5028, 0, 2056, 0, 0, 7473, 1573, 1657, 4149, 0, 0, 788, 0, 1855, 0, 0, 0, 0, 0, 400, 0, 0, 3520, 0, 0, 0, 702, 0, 2479, 0, 0, 0, 3346, 0, 0, 0, 0, 0, 2150, 2775, 0, 0, 3473, 0, 2400, 2789, 5664, 0, 0, 2667, 785, 0, 1412, 5733, 0, 0, 3940, 0, 1184, 0, 1022, 0, 3917, 1684, 4082, 0, 4155, 737, 4401, 0, 0, 0, 0, 2182, 225, 0, 5074, 0, 1422, 1012, 0, 4187, 0, 2068, 4918, 938, 0, 3127, 2482, 10612, 2345, 2252, 6892, 0, 0, 3887, 0, 5064, 0, 0, 0, 1539, 194, 556, 2958, 2908, 5443, 0, 1386, 0, 8352, 0, 5968, 0, 2044, 0, 9579, 0, 6099, 0, 1141, 0, 0, 8919, 0, 0, 0, 0, 7271, 0, 0, 1764, 0, 0, 0, 1080, 293, 0, 2732, 6102, 3337, 5074, 0, 0, 5014, 2614, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353]","[52.0, 134.75, 192.5, 1539.5, 9340.0]","[[0.0, 2570.75, 4285.0, 5706.75, 10568.0], [0.0, 2436.75, 5201.5, 7670.5, 16453.0]]"
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,gpqa,Renewal,0.05,250,none,0.0,13.636363636363635,615.2552447552448,11.13602315349493,55.43189205161036,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,gpqa,Maxwise,0.05,250,none,8.741258741258742,45.8041958041958,2119.877622377622,42.788746378382434,59.98965822909486,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1561, 0, 0, 0, 0, 6182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5013, 0, 0, 0, 0, 3647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9155, 0, 0, 0, 0, 0, 9946, 8886, 0, 0, 0, 5780, 0, 0, 0, 0, 0, 7050, 0, 0, 0, 5294, 6774, 0, 0, 0, 0, 0, 776, 0, 8597, 0, 6802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1352, 6938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 2676, 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6343, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,100,none,2.631578947368421,15.789473684210526,345.17763157894734,12.237352916832135,14.473684210526317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1683, 0, 1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,500,none,2.631578947368421,15.789473684210526,345.17763157894734,12.237352916832135,14.473684210526317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1683, 0, 1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,250,add_maybe,23.684210526315788,34.21052631578947,848.078947368421,25.481199222398907,36.8421052631579,"[0, 2478, 1333, 0, 0, 5514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2060, 5475, 0, 0, 1080, 0, 0, 0, 0, 0, 0, 0, 4052, 9141, 4262, 3135, 0, 0, 0, 0, 0, 3058, 0, 0, 0, 0, 3470, 0, 0, 0, 0, 0, 0, 3114, 4945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6178, 0, 4390, 659, 0, 1256, 0, 3618, 0, 8880, 3420, 1122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7559, 0, 0, 0, 0, 0, 0, 0, 0, 2323, 0, 1216, 0, 0, 0, 7203, 0, 2896, 0, 0, 0, 0, 3454, 0, 0, 0, 4005, 0, 0, 0, 287, 0, 7264, 0, 0, 0, 0, 0, 0, 8162, 5024, 4218, 0, 0, 0, 0, 0, 0, 5225, 0, 0, 0, 0, 1514]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,250,add_wait,11.18421052631579,17.105263157894736,542.8026315789474,12.358333588383873,21.05263157894737,"[0, 1966, 0, 0, 0, 0, 4640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3668, 7477, 3430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5855, 0, 0, 0, 5115, 0, 0, 0, 0, 0, 4006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2172, 0, 0, 0, 0, 0, 3568, 0, 0, 0, 0, 0, 0, 0, 0, 7111, 0, 0, 0, 0, 0, 0, 0, 0, 1491, 0, 1152, 0, 0, 0, 0, 0, 2896, 0, 0, 0, 0, 0, 0, 0, 0, 3685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3194, 0, 0, 0, 0, 0, 0, 0, 0, 7863, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,250,loo_Impossibility,1.3157894736842104,12.5,234.89473684210526,9.868943036584009,14.473684210526317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,250,loo_Speculation,1.9736842105263157,11.842105263157894,239.92105263157896,9.568196446774174,14.473684210526317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,hle,Renewal,0.05,250,loo_Insufficiency,0.0,1.3157894736842104,5.855263157894737,0.807057853544386,14.473684210526317,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,
