epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
1,2.4831550432156435,3.1205266662597655,0.259091630935366,0.1802,0.1802,0.0,,123
2,1.2963324757782413,2.481973846435547,0.5574082896617437,0.2787,0.2787,0.0,,123
3,1.3660583593021107,2.595606628417969,0.5564554549785612,0.2779,0.2779,0.0,,123
4,1.2433447011675327,2.539427734375,0.5704303636652374,0.2752,0.2752,0.0,,123
5,1.6714113043739207,3.3307983032226565,0.5510560584405272,0.2576,0.2576,0.0,14558.322960085636,123
6,1.151638174579506,2.1691671447753906,0.6015562966491981,0.3034,0.3034,0.0,14.659005483776944,123
7,1.598598827042806,2.0793105407714845,0.46982690169922187,0.3226,0.3226,0.0,17.738175686575197,123
8,1.208562284230012,2.4724035095214845,0.5632047006511037,0.2907,0.2907,0.0,29.94901204075044,123
9,0.9827547574660429,1.8034427368164063,0.654835636017151,0.3821,0.3821,0.004,80.31063699246262,123
10,1.028103848269994,2.0349252807617186,0.6597586152135938,0.3925,0.39249999999999996,0.0,57.341679085006305,123
11,1.0195989901061207,1.698570150756836,0.6367317770366842,0.4083,0.40829999999999994,0.121,29.96682823496811,123
12,1.0622292709895802,2.0226881958007814,0.6461807209782436,0.4147,0.4147000000000001,0.001,20.301199803239353,123
13,0.8106885355427963,1.5545428588867187,0.7205812291567413,0.4636,0.4636,0.071,10.016626901317622,123
14,0.9434432759253926,1.8420303283691406,0.6945370811497539,0.4431,0.4431,0.021,38.7648813998678,123
15,0.7823361182792122,1.7946564361572266,0.727012863268223,0.4457,0.4457000000000001,0.013,54.001366482088116,123
16,0.8325177502098283,1.8208161895751953,0.7136731777036684,0.443,0.44299999999999995,0.092,65.82182716408661,123
17,0.7197346280676346,1.7410841552734375,0.7484516436398285,0.4743,0.47429999999999994,0.023,27.098754562438074,123
18,1.054619321297592,2.43920146484375,0.651738923296808,0.3685,0.3685,0.001,73.56489778586365,123
19,0.7672007674165278,1.5673940124511718,0.7383674765761473,0.5133,0.5133000000000001,0.2,28.02351424844583,123
20,0.6618051454720657,1.452969808959961,0.7827536922343973,0.5518,0.5518,0.076,19.033425195849727,123
21,0.6705938905349739,1.7641375946044922,0.764888041924726,0.5022,0.5022,0.074,21.474211270259534,123
22,0.6533764831145566,1.2378953186035155,0.7674289344132127,0.6151,0.6150999999999999,0.305,21.672063303894788,123
23,0.6411744183314231,1.430273385620117,0.7840241384786406,0.5762,0.5762,0.218,12.225922631714171,123
24,0.6996589528581009,1.7075800476074219,0.7572653644592663,0.5238,0.5237999999999999,0.05,12.057178061608807,123
25,0.5835426249389746,1.6568181213378905,0.7995871049706209,0.5579,0.5579,0.058,52.0387775902731,123
26,0.5205208907264441,1.2837629943847657,0.8211846911227568,0.6253,0.6253,0.171,5.340537874175603,123
27,0.507847186968935,1.3105094665527344,0.82626647609973,0.617,0.6170000000000001,0.34,10.176623133398737,123
28,0.5277819026930665,1.552375262451172,0.8183261870732095,0.5681,0.5680999999999999,0.217,21.060866966997114,123
29,0.552868275599232,1.2613751220703124,0.8053835159599809,0.6264,0.6264000000000001,0.266,33.73066514973447,123
30,0.46417315687397953,1.284779766845703,0.8411942194695887,0.6363,0.6363000000000001,0.365,8.50325546529316,123
31,0.505268830542756,1.426221044921875,0.8214228997935524,0.6068,0.6068,0.245,38.826798293390496,123
32,0.4519900483556526,1.427300210571289,0.8436557090678101,0.6138,0.6138,0.184,58.736474535874386,123
