dataset,metric,mean,std
WineQuality_sample_1063,mse,0.021525840288580886,0.002462557267121764
WineQuality_sample_1063,aug_mse,0.021544312450105272,0.002505674438259893
WineQuality_sample_1063,delta_mse,0.06593278079831151,0.8995365151961027
WineQuality_sample_1063,p_wilcoxon,0.39264322916666666,0.0958023684689135
WineQuality_sample_1063,should_proceed,0.0,0.0
WineQuality_sample_2126,mse,0.015125520727328711,0.0012008827453038851
WineQuality_sample_2126,aug_mse,0.015130828754826495,0.00119007046822021
WineQuality_sample_2126,delta_mse,0.04071491500484876,0.18625627239607087
WineQuality_sample_2126,p_wilcoxon,0.45208333333333334,0.12236265341491188
WineQuality_sample_2126,should_proceed,0.0,0.0
WineQuality_sample_3189,mse,0.015447611211348205,0.0007695238218711171
WineQuality_sample_3189,aug_mse,0.015460684633089451,0.0007635953424586987
WineQuality_sample_3189,delta_mse,0.08694325657160476,0.1909212092175447
WineQuality_sample_3189,p_wilcoxon,0.4430338541666667,0.10208615668927305
WineQuality_sample_3189,should_proceed,0.0,0.0
WineQuality_sample_4252,mse,0.014830372801847494,0.001011335699369139
WineQuality_sample_4252,aug_mse,0.014839281644232106,0.001005943495080384
WineQuality_sample_4252,delta_mse,0.06283892033546366,0.16310583883430102
WineQuality_sample_4252,p_wilcoxon,0.487109375,0.13245115903465096
WineQuality_sample_4252,should_proceed,0.0,0.0
WineQuality_sample_5315,mse,0.014893663834715397,0.0006281038073163428
WineQuality_sample_5315,aug_mse,0.014895823460642381,0.0006357674047904766
WineQuality_sample_5315,delta_mse,0.012297091861146556,0.12458917188719443
WineQuality_sample_5315,p_wilcoxon,0.505078125,0.09138190225049636
WineQuality_sample_5315,should_proceed,0.0,0.0
