V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('A', 's')]; S_plus:('r', 'B'); T_star:[('A', 'B')]; mono_vars: ['c', 'd', 's', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('A', 's')]; S_plus:('r', 'B'); T_star:[('A', 'U')]; mono_vars: ['b', 'c', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('A', 's')]; S_plus:('r', 'B'); T_star:[('A', 'V')]; mono_vars: ['b', 'c', 'u', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('A', 's')]; S_plus:('r', 'B'); T_star:[('A', 'X')]; mono_vars: ['b', 'd', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('A', 's')]; S_plus:('P', 'B', 'D'); T_star:[('A', 'B')]; mono_vars: ['c', 'd', 's', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('A', 's')]; S_plus:('P', 'B', 'D'); T_star:[('A', 'U')]; mono_vars: ['b', 'c', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('A', 's')]; S_plus:('P', 'B', 'D'); T_star:[('A', 'V')]; mono_vars: ['b', 'c', 'u', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('A', 's')]; S_plus:('P', 'B', 'D'); T_star:[('A', 'X')]; mono_vars: ['b', 'd', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'Q'), ('A', 's')]; S_plus:('r', 'Q', 'B'); T_star:[('A', 'B')]; mono_vars: ['d', 's', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'Q'), ('A', 's')]; S_plus:('r', 'Q', 'B'); T_star:[('A', 'U')]; mono_vars: ['b', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'Q'), ('A', 's')]; S_plus:('r', 'Q', 'B'); T_star:[('A', 'V')]; mono_vars: ['b', 'u', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'Q'), ('A', 's')]; S_plus:('r', 'Q', 'B'); T_star:[('A', 'X')]; mono_vars: ['b', 'd', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('P', 'Q'), ('A', 's')]; S_plus:('P', 'Q', 'B', 'D'); T_star:[('A', 'B')]; mono_vars: ['f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('P', 'Q'), ('A', 's')]; S_plus:('P', 'Q', 'B', 'D'); T_star:[('A', 'U')]; mono_vars: ['f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('P', 'Q'), ('A', 's')]; S_plus:('P', 'Q', 'B', 'D'); T_star:[('A', 'V')]; mono_vars: ['f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('r', 'D'), ('r', 'P'), ('P', 'Q'), ('A', 's')]; S_plus:('P', 'Q', 'B', 'D'); T_star:[('A', 'X')]; mono_vars: ['f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'R'), ('A', 's')]; S_plus:('r', 'B', 'R'); T_star:[('A', 'B')]; mono_vars: ['d', 's', 'u', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'R'), ('A', 's')]; S_plus:('r', 'B', 'R'); T_star:[('A', 'U')]; mono_vars: ['b', 'v', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'R'), ('A', 's')]; S_plus:('r', 'B', 'R'); T_star:[('A', 'V')]; mono_vars: ['b', 'u', 'e', 'f']
V_star:['A']; S_minus:[('B', 's'), ('s', 'r'), ('P', 'R'), ('A', 's')]; S_plus:('r', 'B', 'R'); T_star:[('A', 'X')]; mono_vars: ['b', 'd', 'u', 'v', 'e', 'f']
