epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
1,2.1923354465241696,3.4022806884765626,0.3384945212005717,0.2232,0.22319999999999998,0.0,,123
2,1.2109672058115162,2.2749853454589846,0.578370652691758,0.2776,0.27759999999999996,0.0,,123
3,1.1023679639075092,2.249286608886719,0.6164046371287915,0.3223,0.32230000000000003,0.0,,123
4,1.2308554853051925,2.2207060485839842,0.5865491503890742,0.3111,0.3111,0.0,,123
5,1.0564344956493574,2.13001201171875,0.628950293790694,0.332,0.332,0.0,54.650141794977486,123
6,1.1178152124636018,2.443302508544922,0.6062410671748452,0.2894,0.2894,0.0,23.88856610128977,123
7,1.0024746668723077,1.9078828094482423,0.643639828489757,0.3736,0.3736,0.0,17.185318140778097,123
8,0.9723389916179936,1.988633917236328,0.6566619024932507,0.3903,0.3903,0.0,24.28843366472284,123
9,1.1131848412050753,2.211742932128906,0.6304589487057329,0.3938,0.39380000000000004,0.0,53.917493586008504,123
10,0.9404146849626357,1.9383103515625,0.6756391932666349,0.3923,0.3923,0.01,28.847940525809808,123
11,1.0017480836589316,2.0770560302734373,0.6583293631888201,0.3725,0.37250000000000005,0.015,37.6888601291439,123
12,0.9311944371805468,1.9580777099609374,0.691916785771002,0.4844,0.48440000000000005,0.002,14.38774969401907,123
13,1.2637184655569802,2.3709769897460937,0.5848816896935048,0.3624,0.36239999999999994,0.008,18.85696521414269,123
14,0.773338859452697,1.757248516845703,0.7334444973797046,0.4729,0.4729,0.026,187.63666519013557,123
15,0.7838150164958729,1.5671932342529298,0.730109575988566,0.496,0.496,0.102,48005.45481655504,123
16,1.0359849752614247,2.108619006347656,0.6480863903446086,0.427,0.42700000000000005,0.012,34.42449537299473,123
17,0.7557717938640486,1.8929991638183594,0.7400349372717167,0.4562,0.45620000000000005,0.022,29.50480718199981,123
18,0.9896735248441486,2.559741650390625,0.7057328886771479,0.4116,0.41159999999999997,0.027,1224.892588273901,123
19,0.7807495707232781,1.359421127319336,0.7421788153088772,0.5686,0.5686,0.132,30.023875685749214,123
20,0.8137318630984838,2.1283691650390626,0.7285215181832618,0.4868,0.4868,0.006,32.87129300226061,123
21,0.8199121127795734,1.9827824462890624,0.7394791170398602,0.485,0.48500000000000004,0.035,17492.549526452953,123
22,0.7623213655478769,1.5718934875488282,0.7500397014451327,0.5362,0.5362,0.131,19.709592146612366,123
23,0.7640126036598093,2.168387078857422,0.7520247737017628,0.4616,0.46159999999999995,0.032,277.5139409137668,123
24,0.6338755554749281,1.3096195739746095,0.7868032396379229,0.6109,0.6109000000000001,0.3,11.821484562236947,123
25,1.01722473391696,2.191728448486328,0.6698427822772749,0.4735,0.4734999999999999,0.004,83.42844070714392,123
26,0.513151069169804,1.3213712524414063,0.8288073685882166,0.6062,0.6062,0.121,12.613192332603592,123
27,0.6784435149240213,1.249363021850586,0.7664760997300302,0.6381,0.6380999999999999,0.102,21.521677801348265,123
28,0.8320273695738709,2.1244912780761718,0.740908369064634,0.513,0.513,0.016,83.45828426095225,123
29,1.9176780706135756,4.117380065917969,0.5045259647451167,0.278,0.27799999999999997,0.002,4068.0715674867492,123
30,0.524119363960168,1.3798317260742188,0.8214228997935524,0.6134,0.6134000000000001,0.276,17.26752494407753,123
31,0.6095233170289889,1.7458996185302735,0.7974432269334604,0.5636,0.5635999999999999,0.082,24548.95108334775,123
32,0.581506716707159,1.6717633605957032,0.8106241067174845,0.5769,0.5769,0.031,165.29057286926638,123
33,0.4764448135300858,1.2214642364501953,0.8400825790058758,0.6501,0.6501,0.343,7.3190768350183815,123
34,0.6387118820692029,1.806098678588867,0.7884707003334921,0.5565,0.5565,0.084,39.49790700383058,123
35,0.6592459588537751,1.4633263732910156,0.7883912974432269,0.6195,0.6195,0.067,26896.663116377083,123
36,0.427783604101357,1.1419033935546874,0.8544545021438781,0.6774,0.6774,0.399,288252.7912772684,123
37,0.6728541213822058,1.4469883728027344,0.7791805621724631,0.603,0.603,0.251,14.306107110291126,123
38,0.724464499346506,2.0076216674804686,0.769890424011434,0.5361,0.5361,0.112,15.505638502825141,123
39,0.6362589126884965,1.2645370239257812,0.7856915991742099,0.6552,0.6552,0.317,8.62536020962963,123
40,0.3988321145905641,1.028878744506836,0.8620771796093378,0.6917,0.6917,0.345,8.654323066555051,123
41,0.46966816922000465,1.4454162475585937,0.8406383992377322,0.6468,0.6468,0.182,15.97839176082406,123
42,0.5604956538900224,2.2062952819824218,0.8220581229156741,0.5188,0.5187999999999999,0.097,23.75471121893396,123
43,0.3765775163495126,1.1065499877929688,0.8719231380022233,0.6954,0.6954,0.446,14.352649707149453,123
44,0.37437937898410206,1.5195365692138671,0.8689058281721455,0.6231,0.6231,0.256,290954.4737922349,123
45,0.3205109107526537,0.9089915161132812,0.8917738605685247,0.7324,0.7323999999999999,0.48,10.876622529660306,123
46,0.4495234898353202,1.8500124633789063,0.8497697316182309,0.5719,0.5719,0.181,16.80235635331605,123
47,0.46929539508889245,1.2735676879882813,0.8435763061775449,0.692,0.692,0.301,2.7797349293554836,123
48,0.45159172038719997,1.3397554534912108,0.8488168969350485,0.675,0.6749999999999999,0.353,10.23654719198835,123
49,0.5293548988958986,1.5456194610595704,0.833571542004129,0.6555,0.6555,0.272,519462.26434373984,123
50,0.28201677171847395,1.3307486938476563,0.9054311576941401,0.6865,0.6865000000000001,0.251,14.154609649898795,123
51,0.3385782450820901,1.168374560546875,0.884151183103065,0.7099,0.7099,0.373,9.911953375277411,123
52,0.4412083403920681,1.9640880249023438,0.8577894235350166,0.6076,0.6075999999999999,0.056,17.268201391899655,123
53,0.2767988071378042,1.0122830841064454,0.9000317611561061,0.7262,0.7262,0.482,3.7675181323879032,123
54,0.3690188063957283,1.6115022583007812,0.8774813403207877,0.658,0.658,0.114,8.376902141851707,123
55,0.2528767150338536,0.9645242095947265,0.9110687629029697,0.7429,0.7429,0.358,7088657.697371265,123
56,0.2676898443795432,1.3242605590820313,0.9080514530728918,0.6707,0.6707,0.361,5518.006269314526,123
57,0.27156368565782774,1.3140337127685546,0.9070986183897094,0.6944,0.6944,0.233,8.901693850113306,123
58,0.30318578584091577,1.3832608428955078,0.8977290773384151,0.6768,0.6768,0.324,3.77899377241027,123
59,0.24732062588310513,1.1076722778320311,0.9155153247578212,0.7231,0.7231,0.357,33.95380418576732,123
60,0.2695594278047515,1.3376150726318359,0.9066222010481182,0.6921,0.6921,0.283,8.320045626108522,123
61,0.3057969664134013,1.449044808959961,0.8904240114340162,0.6818,0.6818,0.292,1912270.6853019432,123
62,0.22350408888173628,1.120809701538086,0.9225027791011593,0.7351,0.7351,0.321,3.4615223156087174,123
63,0.21097156754254878,1.1264590301513673,0.9290138161029061,0.7294,0.7294,0.309,2780149.9514447064,123
64,0.23313568439941018,1.0505862823486327,0.9203589010639988,0.7433,0.7433000000000001,0.532,12.224617411464981,123
65,0.23121960124875585,1.3131866943359376,0.9228203906622201,0.6967,0.6967000000000001,0.163,43.863891835072565,123
66,0.32816822051396155,1.069302847290039,0.8912974432269335,0.7413,0.7413000000000001,0.415,484892.07564521045,123
67,0.2004028476002066,1.207237908935547,0.932031125932984,0.7092,0.7092,0.278,6.412923681689779,123
68,0.2193619181508959,1.121267385864258,0.9248054629188502,0.7513,0.7513,0.41,1540567.2730110297,123
69,0.17797866222762637,1.0916811157226562,0.9367158964586311,0.7397,0.7397,0.458,0.25003181129316215,123
70,0.22555696076394188,1.108477001953125,0.9238526282356678,0.7391,0.7391,0.496,1.3662001003880897,123
71,0.2193970899080613,0.8902486267089844,0.9271875496268064,0.7672,0.7672000000000001,0.601,2.543197652833481,123
72,0.18589878127710088,1.0050335144042968,0.9388597744957916,0.7529,0.7528999999999999,0.487,0.38760964761486716,123
73,0.21579680489002,0.8549394012451171,0.9276639669683977,0.778,0.7779999999999999,0.507,8.698041741347172,123
74,0.2010519186125609,0.8863424713134765,0.927028743846276,0.7733,0.7733,0.571,1.453050227344164,123
75,0.14102546370216867,1.1025830932617187,0.9527552802922027,0.7371,0.7370999999999999,0.472,0.1781987561377816,123
76,0.15428698356329154,0.8486031341552734,0.9497379704621248,0.7877,0.7877,0.611,0.11600961008176709,123
77,0.16717699616413864,1.0491006774902343,0.9437033508019692,0.7474,0.7474,0.47,0.3456952721527084,123
78,0.12546588936476022,0.8383596649169922,0.9597427346355407,0.7806,0.7806,0.622,0.02175525591019091,123
79,0.15259225144733868,1.0117869384765625,0.9483087184373511,0.7623,0.7623,0.561,0.01307422063718813,123
80,0.1330436126796219,1.0432052062988282,0.9568842305859934,0.7513,0.7512999999999999,0.441,0.08301258220643963,123
81,0.17391250511001022,0.8282581573486328,0.9423535016674607,0.7873,0.7872999999999999,0.668,0.26778054478976543,123
82,0.11794292728011525,0.937820133972168,0.9619660155629665,0.7751,0.7750999999999999,0.603,0.03725581469775237,123
83,0.12600605991770014,0.8178152954101563,0.9596633317452755,0.7941,0.7941,0.665,-0.0012641719144931701,123
84,0.11429274315036667,0.834804443359375,0.9641892964903922,0.7954,0.7954,0.615,-0.014155999898958814,123
85,0.11360258675197088,0.8397830169677735,0.9645069080514531,0.7908,0.7908000000000001,0.63,0.0031101778782055118,123
86,0.11494353810662179,0.8280835845947265,0.9642686993806574,0.7949,0.7948999999999999,0.655,-0.09586856914189466,123
87,0.09288797065040622,0.8549218856811523,0.9728442115292997,0.7868,0.7868,0.636,-0.029640119525315405,123
88,0.09565782902902206,0.8684826889038086,0.9702239161505479,0.7908,0.7908,0.63,-0.12779232467049378,123
89,0.10062066369422451,0.8763127639770508,0.9707797363824043,0.7876,0.7876000000000001,0.625,-0.06657744586879139,123
90,0.09290327760024886,0.8547243957519531,0.9718913768461171,0.7897,0.7897000000000001,0.62,-0.04866746952698938,123
91,0.0910691310815325,0.8028404418945313,0.9736382404319517,0.7993,0.7992999999999999,0.674,-0.11745914031665552,123
92,0.09393971848908125,0.8038770584106445,0.9722089884071781,0.8007,0.8007,0.664,-0.1173066586499996,123
93,0.0830418326390136,0.809778759765625,0.9748292837859298,0.8038,0.8037999999999998,0.671,-0.06543254048648349,123
94,0.08482299457566406,0.8128331680297851,0.9748292837859298,0.8022,0.8022,0.67,-0.19512366247326568,123
95,0.08685355590073972,0.8333732559204101,0.9759409242496427,0.7973,0.7973000000000001,0.654,-0.09922164335891552,123
96,0.0819383392224941,0.8298157928466797,0.9774495791646816,0.7984,0.7984,0.664,-0.330952487420004,123
97,0.07979027286339926,0.8249709320068359,0.9760997300301731,0.7994,0.7994,0.657,-0.1878096735269456,123
