filename,mae,sd,se,n,n_subset_items,n_all_items,benchmark
baseline_compare/pirt_random_100_vs_actual_winogrande.csv,0.04942297776047596,0.03226539493595673,0.0014135726171310107,521,100.0,1045.0,winogrande
baseline_compare/pirt_tinywinogrande_vs_actual.csv,0.04990879311116793,0.033028428349740006,0.0014470017179314485,521,100.0,1059.0,winogrande
baseline_compare/pirt_metabench_vs_actual_winogrande_primary.csv,0.05372643017287603,0.030344023862638788,0.0013293958220853953,521,133.0,1045.0,winogrande
baseline_compare/pirt_metabench_vs_actual_winogrande_secondary.csv,0.051418398517460724,0.02674340024123298,0.0011716496371737609,521,106.0,1045.0,winogrande
winogrande/pirt_vs_actual_se_0.1.csv,0.047515310352715744,0.030848302269967383,0.0013514886602305673,521,70.44337811900192,1045.0,winogrande
winogrande/pirt_vs_actual_se_0.2.csv,0.05084072389333315,0.0342974539728744,0.001502598739906881,521,37.25911708253359,1045.0,winogrande
winogrande/pirt_vs_actual_se_0.3.csv,0.050370960070923405,0.03267072083341242,0.0014313302671084766,521,31.81957773512476,1045.0,winogrande
baseline_compare/pirt_random_100_vs_actual_truthfulqa.csv,0.020906552461311945,0.01797075276265361,0.000791118277861604,516,100.0,644.0,truthfulqa
baseline_compare/pirt_tinytruthfulqa_vs_actual.csv,0.024873133052329372,0.019883868321018086,0.0008753384942249867,516,97.0,652.0,truthfulqa
baseline_compare/pirt_metabench_vs_actual_truthfulqa_primary.csv,0.017185127517578475,0.013786071740000487,0.0006068979679076749,516,154.0,644.0,truthfulqa
baseline_compare/pirt_metabench_vs_actual_truthfulqa_secondary.csv,0.021416075494819244,0.01645601406094,0.0007244356247230917,516,136.0,644.0,truthfulqa
truthfulqa/pirt_vs_actual_se_0.1.csv,0.022918214461504376,0.021387387223684027,0.0009415272232514834,516,48.486434108527135,627.0,truthfulqa
truthfulqa/pirt_vs_actual_se_0.2.csv,0.0235647530656645,0.020895210607933867,0.0009198603558810081,516,30.0,627.0,truthfulqa
truthfulqa/pirt_vs_actual_se_0.3.csv,0.0230309680063598,0.020733985156932307,0.000912762801158154,516,30.0,627.0,truthfulqa
baseline_compare/pirt_random_100_vs_actual_hellaswag.csv,0.023952482954893106,0.018852700814488078,0.0009595772061222197,386,100.0,5711.0,hellaswag
baseline_compare/pirt_tinyhellaswag_vs_actual.csv,0.01931638133415235,0.016089013797282763,0.0008189092406852401,386,97.0,5624.0,hellaswag
baseline_compare/pirt_metabench_vs_actual_hellaswag_primary.csv,0.05005281054301819,0.02206656735842676,0.001123158706164504,386,93.0,5711.0,hellaswag
baseline_compare/pirt_metabench_vs_actual_hellaswag_secondary.csv,0.11533314639634051,0.07306299095968524,0.0037188083249138173,386,58.0,5711.0,hellaswag
hellaswag/pirt_vs_actual_se_0.1.csv,0.02038446312276445,0.018266575784380595,0.000929744227581733,386,40.862694300518136,5600.0,hellaswag
hellaswag/pirt_vs_actual_se_0.2.csv,0.02058074845135673,0.018103641019527678,0.0009214510664067786,386,30.015544041450777,5600.0,hellaswag
hellaswag/pirt_vs_actual_se_0.3.csv,0.020867560984351653,0.018447842417500943,0.000938970456284155,386,30.0,5600.0,hellaswag
baseline_compare/pirt_random_100_vs_actual_gsm8k.csv,0.025855098535234662,0.02049501932951201,0.0010000545429376185,420,100.0,1306.0,gsm8k
baseline_compare/pirt_tinygsm8k_vs_actual.csv,0.02769501358260307,0.02195332808766015,0.0010712127241105313,420,100.0,1306.0,gsm8k
baseline_compare/pirt_metabench_vs_actual_gsm8k_primary.csv,0.02247190417521708,0.016356114353508037,0.0007980966595371522,420,237.0,1306.0,gsm8k
baseline_compare/pirt_metabench_vs_actual_gsm8k_secondary.csv,0.020286125751112313,0.014592569643699723,0.0007120444889896556,420,249.0,1306.0,gsm8k
gsm8k/pirt_vs_actual_se_0.1.csv,0.038780647915293814,0.030513543770270487,0.0014889084795662614,420,70.3404761904762,1306.0,gsm8k
gsm8k/pirt_vs_actual_se_0.2.csv,0.04360413569832385,0.03479883037024737,0.001698009054842402,420,36.27857142857143,1306.0,gsm8k
gsm8k/pirt_vs_actual_se_0.3.csv,0.04241257311022271,0.03382876412030136,0.0016506746686380412,420,31.45,1306.0,gsm8k
baseline_compare/pirt_random_100_vs_actual_arc.csv,0.02938960543001235,0.024976512841835653,0.001223105096102222,417,100.0,844.0,arc
baseline_compare/pirt_tinyarc_vs_actual.csv,0.030927793959611913,0.029007077539764094,0.0014204826985491324,417,99.0,864.0,arc
baseline_compare/pirt_metabench_vs_actual_arc_primary.csv,0.027374704071734944,0.023150496801415378,0.0011336847058841977,417,145.0,844.0,arc
baseline_compare/pirt_metabench_vs_actual_arc_secondary.csv,0.03275562736576366,0.02752936924004705,0.0013481190117774113,417,100.0,844.0,arc
arc/pirt_vs_actual_se_0.1.csv,0.03232780823266939,0.03128749170097673,0.0015321550604783351,417,88.54196642685851,839.0,arc
arc/pirt_vs_actual_se_0.2.csv,0.033569235781830735,0.03147724623876476,0.0015414473801727126,417,35.35011990407674,839.0,arc
arc/pirt_vs_actual_se_0.3.csv,0.03430748006505776,0.03209591502711114,0.0015717437210837778,417,30.023980815347723,839.0,arc
