dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
WineQuality_sample_1063,985772,0.0216237302805906,0.021625049708718223,0.006101760013199811,0.3125,False,"[10, 7, 1, 4]"
WineQuality_sample_1063,305711,0.02611513546468713,0.02614541973269671,0.11596443009276615,0.384765625,False,"[10, 1]"
WineQuality_sample_1063,435829,0.019770875809614737,0.019705530979952098,-0.3305105463808608,0.384765625,False,"[10, 7, 1, 4, 0]"
WineQuality_sample_1063,117952,0.02159533148412381,0.021642568958329386,0.21873928742563473,0.2783203125,False,[10]
WineQuality_sample_1063,963395,0.022254107373203713,0.022068681475403595,-0.8332210081065338,0.4609375,False,"[10, 7, 1, 4, 0]"
WineQuality_sample_1063,152315,0.020677498987149164,0.020526526134286325,-0.7301311099406488,0.5,False,"[10, 7, 1, 4, 0]"
WineQuality_sample_1063,882371,0.021915259291359436,0.021908518825816247,-0.03075695091523062,0.384765625,False,"[10, 7, 1, 4]"
WineQuality_sample_1063,359783,0.025648502962642483,0.025831544218194166,0.7136527844072822,0.4609375,False,[10]
WineQuality_sample_1063,304137,0.021188838405940054,0.02183898269510144,3.068333793036653,0.5390625,False,"[10, 1, 4, 0]"
WineQuality_sample_1063,122579,0.01693841359679905,0.016811044259729773,-0.7519555260673713,0.3125,False,[10]
WineQuality_sample_1063,610581,0.019224593955742345,0.01928222884439134,0.29979769030065834,0.3125,False,[10]
WineQuality_sample_1063,448242,0.02212265063397533,0.022087980194090247,-0.1567191945427999,0.24609375,False,[10]
WineQuality_sample_1063,374564,0.019296466058901188,0.01928207639356943,-0.0745715059318893,0.4228515625,False,[10]
WineQuality_sample_1063,735831,0.0194691627102677,0.01938534134938621,-0.4305339789331733,0.3125,False,"[10, 7]"
WineQuality_sample_1063,736326,0.025047037313716543,0.025023192981913932,-0.09519821248301419,0.5771484375,False,"[10, 7]"
