epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
1,2.5127639976478444,3.8392781372070313,0.36850881372081945,0.2302,0.23020000000000002,0.0,,123
2,1.3010547959617116,2.541065759277344,0.5394632364618072,0.2437,0.24370000000000003,0.0,,123
3,1.1033554816219528,2.227092529296875,0.6148959822137526,0.3122,0.3122,0.0,,123
4,1.1886910385076104,2.5026652770996094,0.5977449579164682,0.3091,0.3091,0.0,,123
5,1.2489942266237968,2.5243701904296874,0.5823407972050183,0.2896,0.28959999999999997,0.0,91.60042178316542,123
6,1.2120242025694319,2.360068908691406,0.6106082261394314,0.3453,0.34530000000000005,0.0,32.09819561623595,123
7,1.0610542739594344,2.045392712402344,0.6422899793552486,0.3984,0.3984,0.0,15.515034199340699,123
8,0.8975313443200104,2.0008476806640627,0.6902493250754328,0.3987,0.3987,0.0,2553.576878017002,123
9,1.0568662282681114,1.6221519592285156,0.6389550579641099,0.4522,0.45220000000000005,0.015,16.8411332530222,123
10,0.8325126833322788,1.905572430419922,0.7111322852151818,0.4105,0.41050000000000003,0.005,154.75746505661397,123
11,0.8248994611304242,1.8726393798828125,0.7141495950452597,0.4161,0.4161,0.022,51.30560142480762,123
12,1.0371721245588643,1.666338543701172,0.6653962204224234,0.4805,0.48049999999999987,0.116,14.10027732483189,123
13,1.1588233243818982,2.146156719970703,0.623153882801334,0.4542,0.4542,0.006,22.954504798558087,123
14,0.757832773568158,1.4983421813964843,0.7441638875655073,0.5237,0.5237,0.094,126.24773144746997,123
15,0.8249055190901917,1.645242852783203,0.7183579482293155,0.5123,0.5123,0.075,134.86140128753837,123
16,1.2481582954192287,2.7666066040039063,0.5952040654279815,0.3675,0.3675,0.011,19.2724709658622,123
17,0.8057346259182704,2.2500055603027342,0.7286803239637922,0.449,0.449,0.014,102.90458872278161,123
18,0.7848050643172134,2.232864416503906,0.7514689534699063,0.4518,0.4518,0.036,370.67368742939726,123
19,0.7973179919427779,1.4820321350097656,0.7389232968080038,0.5881,0.5881000000000001,0.118,7352.198861402903,123
20,0.7383839412021016,1.9049013244628907,0.7659202794981738,0.5168,0.5168,0.058,32.8440056198482,123
21,0.6229887167688436,1.419363836669922,0.7875972685405749,0.5911,0.5911,0.191,9.433346208297012,123
22,0.5446194625570979,1.5952267639160156,0.8090360489121804,0.5535,0.5535,0.271,30.072541251224706,123
23,0.6758108000462256,1.5395348419189454,0.7754486263299984,0.5994,0.5994,0.219,29.44448775385285,123
24,0.5285772596519486,1.596767529296875,0.8192790217563919,0.5762,0.5762,0.125,28.259073300324538,123
25,0.5523934869401244,1.4820673034667968,0.8121327616325235,0.6063,0.6063,0.279,33598.62040584466,123
26,0.4362238777503525,1.1898500762939452,0.8507225663014134,0.6571,0.6571,0.343,8.367154294260665,123
27,0.5230611150219684,1.0773413146972657,0.8202318564395744,0.6822,0.6821999999999999,0.528,8.875351005644498,123
28,0.4852167947038272,1.6464489440917969,0.8346831824678418,0.5885,0.5885,0.15,17.657114770342996,123
29,0.41230437012348775,1.1669928619384766,0.8554073368270605,0.6652,0.6652000000000001,0.432,39.94876000983118,123
30,0.4307882670317261,1.3552403991699218,0.851357789423535,0.6405,0.6405000000000001,0.201,10.032221664988418,123
31,0.4676523970406605,1.1109101898193359,0.8399237732253454,0.6883,0.6883000000000001,0.395,950433.612307667,123
32,0.39211794177899384,1.4356880462646484,0.8673177703668413,0.6193,0.6193,0.226,25791.442830204174,123
33,0.4498429724729798,1.2163523498535156,0.847864062251866,0.693,0.693,0.239,5.185907983370883,123
34,0.4545871200912885,1.4751378784179687,0.8475464506908051,0.6551,0.6551,0.141,5513.38192529767,123
35,0.31485471578558344,0.9037034973144531,0.8877243131649992,0.7469,0.7468999999999999,0.576,282858.19426277356,123
36,0.3636794516599915,1.5137520263671875,0.868350007940289,0.6404,0.6404,0.301,79789.99211446126,123
37,0.29784945099812304,1.1253258087158202,0.8989201206923932,0.6978,0.6978,0.499,9.787066308731124,123
38,0.2946057950426174,1.3061720031738282,0.8991583293631888,0.6831,0.6831,0.354,2.659079220374224,123
39,0.3098181412109065,1.3491859985351562,0.8925678894711767,0.6753,0.6753,0.328,71.52346430529954,123
40,0.4723428420572219,1.3915461334228516,0.8420676512625059,0.6598,0.6597999999999999,0.289,8.782664229053399,123
41,0.3110228894872667,1.5785739379882813,0.8969350484357631,0.657,0.6569999999999999,0.244,650387.2860385814,123
42,0.31335415718232484,1.442238494873047,0.8893123709703034,0.6594,0.6594,0.363,32.495311171614404,123
43,0.2756975088230065,1.4283039794921875,0.9044783230109577,0.6737,0.6737000000000001,0.352,23.303426923376282,123
44,0.28870701513461544,0.9835784637451171,0.8943941559472764,0.7475,0.7474999999999999,0.483,16.790765086062486,123
45,0.36805095917954794,1.2749773803710938,0.8749404478323011,0.7085,0.7085,0.483,2.556795781192526,123
46,0.19439530823180387,1.2674424896240235,0.9319517230427188,0.712,0.712,0.383,6.8011385375121,123
47,0.22852371419367762,1.4775860565185548,0.9220263617595681,0.6931,0.6930999999999999,0.321,92719.09951171876,123
48,0.29580481672960934,1.2694218505859376,0.8963792282039066,0.7142,0.7142000000000001,0.443,1003203.4451694574,123
49,0.24738946581182167,1.1680544677734375,0.9175797999047165,0.7433,0.7433,0.395,19.03659116354477,123
50,0.19627505759502265,1.4539438934326172,0.9325869461648404,0.705,0.705,0.404,8.752276901272017,123
51,0.24925979016337182,1.56875107421875,0.9133714467206606,0.6806,0.6806,0.378,4.052478675744125,123
52,0.14540761838891458,1.2599244079589844,0.9492615531205336,0.7344,0.7344,0.491,6.713613093915073,123
