# GPU: NVIDIA GeForce RTX 5080
# CC: cc120
# Model: BitNet-2B-INT8
# alg_count: 2, config_count: 2
# torch: 2.9.0+cu129
# CUDA driver: 13.0, runtime: 12.9
# layout: TNCCcol_sparse24, dtype: int8, outdtype: bf16, warmup=25, repeat=50, verify=False
# M_list: [64, 128, 256, 512, 1024, 2048, 4096, 8192, 16384, 32768]
# NK_list: [(3840, 2560), (2560, 2560), (13824, 2560), (2560, 6912), (3840, 3424), (2560, 3424), (13824, 3424), (2560, 9216), (3840, 3840), (2560, 3840), (13824, 3840), (2560, 10368), (3840, 4096), (2560, 4096), (13824, 4096), (2560, 11072)]
M,N,K,alg_count,config_count,tops_1,lat_us_1,alg_id_1,split_k_1,workspace_1,tops_2,lat_us_2,alg_id_2,split_k_2,workspace_2,tops_3,lat_us_3,alg_id_3,split_k_3,workspace_3
64,3840,2560,2,2,152.669662,8.242,1,1,1228800,,,,,,,,,,
64,2560,2560,2,2,102.192421,8.209,1,1,819200,,,,,,,,,,
64,13824,2560,2,2,275.511383,16.442,1,1,4423680,,,,,,,,,,
64,2560,6912,2,2,137.922134,16.422,1,1,2211840,,,,,,,,,,
64,3840,3424,2,2,163.442841,10.297,1,1,1658880,,,,,,,,,,
64,2560,3424,2,2,109.219856,10.273,1,1,1105920,,,,,,,,,,
64,13824,3424,2,2,239.559540,25.291,1,1,5971968,,,,,,,,,,
64,2560,9216,2,2,134.031876,22.531,1,1,2949120,,,,,,,,,,
64,3840,3840,2,2,183.551376,10.283,1,1,1843200,,,,,,,,,,
64,2560,3840,2,2,122.337135,10.285,1,1,1228800,,,,,,,,,,
64,13824,3840,2,2,298.703888,22.748,1,1,6635520,,,,,,,,,,
64,2560,10368,2,2,138.211197,24.581,1,1,3317760,,,,,,,,,,
64,3840,4096,2,2,163.405960,12.321,1,1,1966080,,,,,,,,,,
64,2560,4096,2,2,109.118690,12.300,1,1,1310720,,,,,,,,,,
64,13824,4096,2,2,320.865326,22.588,1,1,7077888,,,,,,,,,,
64,2560,11072,2,2,147.396347,24.614,1,1,3563520,,,,,,,,,,
128,3840,2560,2,2,305.055054,8.250,1,1,1228800,,,,,,,,,,
128,2560,2560,2,2,204.321121,8.211,1,1,819200,,,,,,,,,,
128,13824,2560,2,2,366.729919,24.704,1,1,4423680,365.282104,24.802,0,1,4423680,,,,,
128,2560,6912,2,2,275.758301,16.427,1,1,2211840,,,,,,,,,,
128,3840,3424,2,2,234.558197,14.350,1,1,1658880,,,,,,,,,,
128,2560,3424,2,2,218.086441,10.289,1,1,1105920,,,,,,,,,,
128,13824,3424,2,2,347.420013,34.878,0,1,5971968,,,,,,,,,,
128,2560,9216,2,2,267.949585,22.541,1,1,2949120,,,,,,,,,,
128,3840,3840,2,2,307.056091,12.294,1,1,1843200,,,,,,,,,,
128,2560,3840,2,2,244.674271,10.285,1,1,1228800,,,,,,,,,,
128,13824,3840,2,2,413.468292,32.867,0,1,6635520,,,,,,,,,,
128,2560,10368,2,2,276.386444,24.584,1,1,3317760,,,,,,,,,,
128,3840,4096,2,2,326.540497,12.331,1,1,1966080,,,,,,,,,,
128,2560,4096,2,2,218.169266,12.304,1,1,1310720,,,,,,,,,,
128,13824,4096,2,2,416.193329,34.829,0,1,7077888,407.807861,35.545,1,1,7077888,,,,,
128,2560,11072,2,2,294.555298,24.634,1,1,3563520,,,,,,,,,,
256,3840,2560,2,2,408.897217,12.309,0,1,1228800,,,,,,,,,,
256,2560,2560,2,2,326.232361,10.285,1,1,819200,,,,,,,,,,
256,13824,2560,2,2,519.611511,34.871,0,1,4423680,,,,,,,,,,
256,2560,6912,2,2,401.445618,22.568,1,1,2211840,,,,,,,,,,
256,3840,3424,2,2,409.743622,16.429,0,1,1658880,,,,,,,,,,
256,2560,3424,2,2,275.361328,16.298,0,1,1105920,273.845123,16.388,1,1,1105920,,,,,
256,13824,3424,2,2,469.431610,51.626,0,1,5971968,,,,,,,,,,
256,2560,9216,2,2,421.086700,28.687,1,1,2949120,,,,,,,,,,
256,3840,3840,2,2,459.185638,16.442,0,1,1843200,,,,,,,,,,
256,2560,3840,2,2,350.819458,14.347,1,1,1228800,,,,,,,,,,
256,13824,3840,2,2,540.702698,50.266,0,1,6635520,,,,,,,,,,
256,2560,10368,2,2,390.138275,34.833,1,1,3317760,,,,,,,,,,
256,3840,4096,2,2,481.900787,16.711,0,1,1966080,,,,,,,,,,
256,2560,4096,2,2,373.740570,14.365,1,1,1310720,,,,,,,,,,
256,13824,4096,2,2,564.917603,51.319,0,1,7077888,,,,,,,,,,
256,2560,11072,2,2,442.111450,32.825,1,1,3563520,,,,,,,,,,
512,3840,2560,2,2,410.027130,24.550,0,1,1228800,,,,,,,,,,
512,2560,2560,2,2,467.550720,14.353,0,1,819200,,,,,,,,,,
512,13824,2560,2,2,535.823120,67.632,0,1,4423680,,,,,,,,,,
512,2560,6912,2,2,589.075378,30.759,0,1,2211840,,,,,,,,,,
512,3840,3424,2,2,391.219666,34.415,0,1,1658880,,,,,,,,,,
512,2560,3424,2,2,437.342621,20.524,0,1,1105920,,,,,,,,,,
512,13824,3424,2,2,477.388611,101.530,0,1,5971968,,,,,,,,,,
512,2560,9216,2,2,619.359741,39.007,0,1,2949120,,,,,,,,,,
512,3840,3840,2,2,457.653595,32.993,0,1,1843200,,,,,,,,,,
512,2560,3840,2,2,544.507385,18.487,0,1,1228800,,,,,,,,,,
512,13824,3840,2,2,553.912048,98.135,0,1,6635520,,,,,,,,,,
512,2560,10368,2,2,552.427734,49.199,0,1,3317760,,,,,,,,,,
512,3840,4096,2,2,461.944702,34.866,0,1,1966080,,,,,,,,,,
512,2560,4096,2,2,577.230896,18.602,0,1,1310720,,,,,,,,,,
512,13824,4096,2,2,577.400146,100.419,0,1,7077888,,,,,,,,,,
512,2560,11072,2,2,592.876648,48.956,0,1,3563520,,,,,,,,,,
1024,3840,2560,2,2,548.122192,36.730,0,1,1228800,,,,,,,,,,
1024,2560,2560,2,2,544.700623,24.641,0,1,819200,,,,,,,,,,
1024,13824,2560,2,2,589.437134,122.961,0,1,4423680,,,,,,,,,,
1024,2560,6912,2,2,609.906433,59.417,0,1,2211840,,,,,,,,,,
1024,3840,3424,2,2,505.297638,53.290,0,1,1658880,,,,,,,,,,
1024,2560,3424,2,2,486.217621,36.921,0,1,1105920,,,,,,,,,,
1024,13824,3424,2,2,541.846924,178.904,0,1,5971968,,,,,,,,,,
1024,2560,9216,2,2,637.200867,75.829,0,1,2949120,,,,,,,,,,
1024,3840,3840,2,2,589.809265,51.201,0,1,1843200,,,,,,,,,,
1024,2560,3840,2,2,567.216858,35.494,0,1,1228800,,,,,,,,,,
1024,13824,3840,2,2,602.869385,180.332,0,1,6635520,,,,,,,,,,
1024,2560,10368,2,2,601.409485,90.385,0,1,3317760,,,,,,,,,,
1024,3840,4096,2,2,604.431885,53.293,0,1,1966080,,,,,,,,,,
1024,2560,4096,2,2,582.158142,36.888,0,1,1310720,,,,,,,,,,
1024,13824,4096,2,2,608.351807,190.620,0,1,7077888,,,,,,,,,,
1024,2560,11072,2,2,630.263245,92.103,0,1,3563520,,,,,,,,,,
2048,3840,2560,2,2,577.844604,69.682,0,1,1228800,,,,,,,,,,
2048,2560,2560,2,2,561.561646,47.802,0,1,819200,,,,,,,,,,
2048,13824,2560,2,2,606.785522,238.890,0,1,4423680,,,,,,,,,,
2048,2560,6912,2,2,632.109497,114.660,0,1,2211840,,,,,,,,,,
2048,3840,3424,2,2,525.742432,102.436,0,1,1658880,,,,,,,,,,
2048,2560,3424,2,2,513.763062,69.883,0,1,1105920,,,,,,,,,,
2048,13824,3424,2,2,553.736206,350.126,0,1,5971968,,,,,,,,,,
2048,2560,9216,2,2,646.327148,149.517,0,1,2949120,,,,,,,,,,
2048,3840,3840,2,2,606.682190,99.555,0,1,1843200,,,,,,,,,,
2048,2560,3840,2,2,595.032410,67.669,0,1,1228800,,,,,,,,,,
2048,13824,3840,2,2,621.969849,349.587,0,1,6635520,,,,,,,,,,
2048,2560,10368,2,2,608.357727,178.705,0,1,3317760,,,,,,,,,,
2048,3840,4096,2,2,618.359070,104.186,0,1,1966080,,,,,,,,,,
2048,2560,4096,2,2,613.712646,69.983,0,1,1310720,,,,,,,,,,
2048,13824,4096,2,2,630.360352,367.930,0,1,7077888,,,,,,,,,,
2048,2560,11072,2,2,639.148132,181.645,0,1,3563520,,,,,,,,,,
4096,3840,2560,2,2,594.978943,135.350,0,1,1228800,,,,,,,,,,
4096,2560,2560,2,2,582.016785,92.243,0,1,819200,,,,,,,,,,
4096,13824,2560,2,2,615.107483,471.316,0,1,4423680,,,,,,,,,,
4096,2560,6912,2,2,638.753540,226.934,0,1,2211840,,,,,,,,,,
4096,3840,3424,2,2,546.695740,197.020,0,1,1658880,,,,,,,,,,
