init_top20,ori_top20
-9.600000381469728,-10.1
-9.5,-9.1
-9.100000381469728,-9.1
-9.100000381469728,-8.9
-9.0,-8.8
-8.899999618530273,-8.8
-8.899999618530273,-8.7
-8.800000190734863,-8.7
-8.800000190734863,-8.6
-8.800000190734863,-8.6
-8.600000381469727,-8.5
-8.600000381469727,-8.5
-8.600000381469727,-8.5
-8.5,-8.5
-8.5,-8.5
-8.399999618530273,-8.5
-8.399999618530273,-8.3
-8.199999809265137,-8.3
-8.199999809265137,-8.3
-8.100000381469727,-8.3
