GPU,Model,M,cuBLASLt Latency (μs),2:4,2:6,2:8,2:10,2:12,2:14,2:16,2:∞
GB10,Llama3.2-3B,256,5.11e+02,1.93,1.34,1.18,0.95,1.01,0.80,1.03,0.81
GB10,Llama3.2-3B,512,7.60e+02,1.81,1.36,1.20,1.02,0.97,0.92,1.06,0.84
GB10,Llama3.2-3B,1024,1.28e+03,1.63,1.23,1.06,1.03,0.97,0.87,0.94,0.81
GB10,Llama3.2-3B,2048,2.40e+03,1.57,1.20,1.07,0.98,0.91,0.79,0.90,0.74
GB10,Llama3.2-3B,4096,4.65e+03,1.50,1.13,1.02,0.91,0.85,0.78,0.86,0.75
GB10,Llama3.2-3B,8192,9.08e+03,1.46,1.11,1.00,0.92,0.87,0.76,0.84,0.73
GB10,Llama3.2-3B,16384,1.78e+04,1.41,1.09,0.98,0.88,0.84,0.75,0.83,0.72
GB10,Qwen2.5-7B,64,1.03e+03,1.58,0.90,1.01,0.93,0.71,0.82,0.87,0.77
GB10,Qwen2.5-7B,128,1.22e+03,1.76,1.04,1.15,1.03,0.80,0.90,0.99,0.86
GB10,Qwen2.5-7B,256,1.46e+03,1.69,1.11,1.16,1.07,0.84,0.93,0.96,0.89
GB10,Qwen2.5-7B,512,1.90e+03,1.74,1.13,1.13,1.04,0.88,0.95,0.99,0.86
GB10,Qwen2.5-7B,1024,3.01e+03,1.56,1.07,1.00,0.91,0.79,0.82,0.84,0.76
GB10,Qwen2.5-7B,2048,5.67e+03,1.43,0.98,0.91,0.88,0.74,0.74,0.79,0.70
GB10,Qwen2.5-7B,4096,1.10e+04,1.42,1.00,0.93,0.85,0.72,0.76,0.78,0.70
GB10,Qwen2.5-7B,8192,2.11e+04,1.39,0.94,0.86,0.82,0.70,0.73,0.76,0.66
GB10,Qwen2.5-7B,16384,4.19e+04,1.33,0.94,0.86,0.78,0.69,0.72,0.72,0.60
GB10,Qwen2.5-14B,64,1.31e+03,1.82,1.07,1.09,0.96,0.77,0.70,0.92,0.75
GB10,Qwen2.5-14B,128,1.44e+03,1.86,1.09,1.14,1.03,0.82,0.74,0.97,0.82
GB10,Qwen2.5-14B,256,1.68e+03,1.92,1.15,1.16,1.07,0.89,0.80,1.00,0.83
GB10,Qwen2.5-14B,512,2.29e+03,1.94,1.29,1.21,1.12,0.98,0.90,1.01,0.89
GB10,Qwen2.5-14B,1024,3.79e+03,1.82,1.29,1.10,1.04,0.91,0.83,0.94,0.83
GB10,Qwen2.5-14B,2048,6.67e+03,1.58,1.12,0.98,0.92,0.81,0.72,0.84,0.72
GB10,Qwen2.5-14B,4096,1.27e+04,1.50,1.09,0.93,0.87,0.76,0.70,0.79,0.70
GB10,Qwen2.5-14B,8192,2.46e+04,1.45,1.03,0.91,0.85,0.75,0.69,0.77,0.67
GB10,Qwen2.5-14B,16384,4.80e+04,1.44,1.01,0.89,0.83,0.74,0.67,0.75,0.66
