init_top30,bo_top30
6.4,8.0
6.4,8.2
6.6,8.1
6.7,8.1
6.6,8.2
6.6,8.3
6.7,8.3
7.1,8.3
7.2,9.5
7.7,8.4
7.1,9.3
7.0,8.3
7.5,9.1
6.8,9.6
6.9,8.5
7.6,8.5
10.7,8.7
7.1,8.8
7.2,9.1
8.6,9.2
7.1,8.5
7.0,8.3
7.2,8.9
7.3,8.6
6.9,8.4
7.6,9.3
7.3,8.9
7.2,8.6
6.8,8.6
7.4,8.3
