dataset,metric,mean,std
623_fri_c4_1000_10_sample_200,mse,0.023264821417939032,0.0038290412205354892
623_fri_c4_1000_10_sample_200,aug_mse,0.023317347232201857,0.0037901542911038754
623_fri_c4_1000_10_sample_200,delta_mse,0.2855557809450585,2.34253492523649
623_fri_c4_1000_10_sample_200,p_wilcoxon,0.30638020833333335,0.1129054170191772
623_fri_c4_1000_10_sample_200,should_proceed,0.0,0.0
623_fri_c4_1000_10_sample_400,mse,0.022073479015388777,0.0021368129141300764
623_fri_c4_1000_10_sample_400,aug_mse,0.022100939035307444,0.002139655095860949
623_fri_c4_1000_10_sample_400,delta_mse,0.12830394892009114,0.9926914570330747
623_fri_c4_1000_10_sample_400,p_wilcoxon,0.3651041666666667,0.12271411823826817
623_fri_c4_1000_10_sample_400,should_proceed,0.0,0.0
623_fri_c4_1000_10_sample_600,mse,0.02133182116768231,0.0018714405707020855
623_fri_c4_1000_10_sample_600,aug_mse,0.02135838085061924,0.001896435535946142
623_fri_c4_1000_10_sample_600,delta_mse,0.11830127378796934,0.6099247036176267
623_fri_c4_1000_10_sample_600,p_wilcoxon,0.3853515625,0.14980345671213216
623_fri_c4_1000_10_sample_600,should_proceed,0.0,0.0
623_fri_c4_1000_10_sample_800,mse,0.01592429804621002,0.0014803468392253572
623_fri_c4_1000_10_sample_800,aug_mse,0.0159445719467366,0.0014957900087418452
623_fri_c4_1000_10_sample_800,delta_mse,0.11927655921353923,0.3351513214044108
623_fri_c4_1000_10_sample_800,p_wilcoxon,0.3809895833333333,0.1461157978758248
623_fri_c4_1000_10_sample_800,should_proceed,0.0,0.0
623_fri_c4_1000_10_sample_1000,mse,0.015908123625855326,0.0014144838228132045
623_fri_c4_1000_10_sample_1000,aug_mse,0.015911166561325664,0.0013974320131941622
623_fri_c4_1000_10_sample_1000,delta_mse,0.029704913336401358,0.48231539445588095
623_fri_c4_1000_10_sample_1000,p_wilcoxon,0.419140625,0.12150426049736042
623_fri_c4_1000_10_sample_1000,should_proceed,0.0,0.0
