M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.00,1.06,0.97,1.05
1024,1.00,0.89,1.01,0.93,1.02
2048,1.00,1.01,1.04,0.95,0.97
4096,1.00,0.96,0.95,0.95,0.96
8192,1.00,0.93,0.95,0.96,0.96
16384,1.00,1.00,1.00,1.00,0.95
32768,1.00,0.99,0.99,0.99,0.98
65536,1.00,1.00,1.00,0.99,1.01
