M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,17038.046,19180.607,19195.684,19135.647,19646.336
1024,35768.758,39726.124,39877.290,40677.237,40448.829
2048,72231.103,74257.961,79896.555,79237.150,78802.153
4096,111488.185,141893.641,122528.163,117816.028,113905.156
8192,120719.026,157735.607,131688.493,126981.257,121707.275
16384,120840.961,166584.170,137866.071,130600.855,129661.822
32768,126008.456,170373.199,143315.095,134690.987,132396.132
65536,,,,,
