M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.06,1.02,1.05,1.05
1024,1.00,1.04,1.02,1.05,1.04
2048,1.00,1.07,1.00,1.01,1.05
4096,1.00,1.23,1.02,0.99,0.93
8192,1.00,1.21,1.05,1.00,0.96
16384,1.00,1.27,0.93,0.99,0.95
32768,1.00,1.28,1.03,1.00,0.97
65536,1.00,1.30,1.06,1.02,0.97
