M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,16033.521,16806.499,17566.030,17490.884,16703.396
1024,32148.918,34402.776,36120.087,35702.723,35521.951
2048,62240.980,69451.550,70224.356,68875.277,69896.504
4096,127538.648,132464.712,137763.295,142323.460,141885.547
8192,209526.282,252832.290,227251.218,216584.209,206733.826
16384,225766.631,286680.939,251325.339,239879.159,224683.969
32768,233839.856,301246.735,262079.050,249925.670,233853.732
65536,239053.908,309788.921,268136.383,254803.015,238472.366
