M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,10111.513,11161.518,11653.586,12210.771,11505.413
1024,21253.136,22989.675,23299.749,23952.897,24034.178
2048,42155.739,48175.751,48617.576,46543.995,45333.112
4096,61709.554,80596.977,68240.582,64045.559,62844.485
8192,64615.393,85893.342,70766.071,69795.005,66572.509
16384,63963.036,90159.064,74876.550,71106.519,68488.352
32768,66071.044,93093.145,76143.460,73028.353,70147.480
65536,67472.015,94327.097,78548.460,73838.068,71470.187
