M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,11208.139,11871.999,11462.527,11803.847,11814.639
1024,23148.156,23960.312,23703.671,24250.266,23974.741
2048,46259.251,49413.173,46074.233,46613.043,48436.743
4096,62630.697,77314.397,63813.846,62075.764,58322.414
8192,65881.933,80029.374,68950.587,66109.148,63467.868
16384,67754.327,85734.934,62881.702,67268.265,64611.046
32768,68887.134,88210.002,71258.282,68558.101,66532.071
65536,69079.925,89910.744,73274.342,70295.952,67261.724
