M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.13,1.13,1.12,1.15
1024,1.00,1.11,1.11,1.14,1.13
2048,1.00,1.03,1.11,1.10,1.09
4096,1.00,1.27,1.10,1.06,1.02
8192,1.00,1.31,1.09,1.05,1.01
16384,1.00,1.38,1.14,1.08,1.07
32768,1.00,1.35,1.14,1.07,1.05
65536,,,,,
