M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,17818.358,17945.681,17667.900,17514.984,17250.671
1024,36206.107,36752.251,34917.819,35602.664,36911.107
2048,68233.009,68637.491,68862.034,69199.364,69600.489
4096,137356.534,139147.564,140485.823,140906.694,142020.267
8192,224860.252,246982.281,220661.991,213619.211,198929.499
16384,238054.972,273289.150,243408.054,231301.478,216875.230
32768,243635.003,292390.501,252854.431,240770.119,224085.271
65536,250143.997,297057.027,254763.152,244999.198,228639.688
