M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.05,1.10,1.09,1.04
1024,1.00,1.07,1.12,1.11,1.10
2048,1.00,1.12,1.13,1.11,1.12
4096,1.00,1.04,1.08,1.12,1.11
8192,1.00,1.21,1.08,1.03,0.99
16384,1.00,1.27,1.11,1.06,1.00
32768,1.00,1.29,1.12,1.07,1.00
65536,1.00,1.30,1.12,1.07,1.00
