M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.01,1.00,1.01,1.01
1024,1.00,0.99,0.99,0.98,0.98
2048,1.00,1.04,1.05,1.01,0.98
4096,1.00,1.03,1.03,1.02,1.03
8192,1.00,1.04,1.00,0.97,0.98
16384,1.00,1.10,0.95,0.93,0.91
32768,1.00,1.13,0.98,0.96,0.93
65536,,,,,
