M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,0.90,0.89,0.85,0.88
1024,1.00,0.87,0.88,0.87,0.88
2048,1.00,1.01,0.92,0.98,0.98
4096,1.00,0.90,0.91,0.89,0.92
8192,1.00,0.90,0.92,0.92,0.87
16384,1.00,0.99,0.98,1.00,0.98
32768,1.00,1.01,1.00,1.00,1.01
65536,1.00,1.01,1.01,1.02,1.00
