M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.10,1.15,1.21,1.14
1024,1.00,1.08,1.10,1.13,1.13
2048,1.00,1.14,1.15,1.10,1.08
4096,1.00,1.31,1.11,1.04,1.02
8192,1.00,1.33,1.10,1.08,1.03
16384,1.00,1.41,1.17,1.11,1.07
32768,1.00,1.41,1.15,1.11,1.06
65536,1.00,1.40,1.16,1.09,1.06
