M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,16736.287,16942.796,16776.894,16880.476,16936.191
1024,34045.181,33560.564,33602.094,33408.873,33473.917
2048,66778.413,69677.776,69858.667,67176.647,65421.109
4096,130571.733,134351.421,134799.957,133138.594,135015.775
8192,242374.202,252839.217,242662.099,234808.746,236810.980
16384,291643.826,319832.274,277299.774,271618.857,264197.639
32768,296747.691,336374.140,291105.610,285042.244,276094.475
65536,,,,,
