M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.01,0.99,0.98,0.97
1024,1.00,1.02,0.96,0.98,1.02
2048,1.00,1.01,1.01,1.01,1.02
4096,1.00,1.01,1.02,1.03,1.03
8192,1.00,1.10,0.98,0.95,0.88
16384,1.00,1.15,1.02,0.97,0.91
32768,1.00,1.20,1.04,0.99,0.92
65536,1.00,1.19,1.02,0.98,0.91
