M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,15406.175,16631.076,16876.067,16992.047,17238.191
1024,31992.375,32733.513,33791.902,33826.758,33591.916
2048,64089.915,67248.780,67672.785,71971.013,68224.362
4096,125221.600,136437.101,136344.644,136591.124,135736.958
8192,229657.539,259511.077,246702.515,244982.613,242164.403
16384,269035.959,323218.905,279225.059,278605.292,272153.658
32768,282279.736,344482.466,296364.724,294305.088,282359.586
65536,,,,,
