epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
76,0.038333936023091215,1.5354758697509765,0.9918215023026838,0.6367,0.6367,0.346,-0.044345623099163095,123
77,0.03877300982894037,1.535984457397461,0.9917420994124186,0.636,0.6359999999999999,0.337,-0.04157960772762858,123
78,0.03856512321561826,1.5262892578125,0.9918215023026838,0.6372,0.6372,0.347,-0.04522342240543813,123
79,0.038487251891169035,1.5421390075683594,0.9915832936318882,0.6345,0.6345000000000001,0.341,-0.04583534444289186,123
80,0.03843562054372845,1.5322206787109376,0.9917420994124186,0.636,0.6359999999999999,0.346,-0.043364513064437886,123
81,0.038543890710291226,1.533404315185547,0.9918215023026838,0.636,0.6359999999999999,0.347,-0.04137786044563173,123
82,0.03860897720286027,1.5349051300048828,0.9917420994124186,0.6355,0.6355000000000001,0.345,-0.039996216349800176,123
83,0.038325848003143315,1.5399576751708985,0.9917420994124186,0.6357,0.6357000000000002,0.34,-0.0444347669645116,123
84,0.03821719406482926,1.5292583282470704,0.9918215023026838,0.6365,0.6365000000000001,0.345,-0.04753034063350211,123
85,0.03820420727571533,1.528705615234375,0.9920597109734794,0.6365,0.6365000000000001,0.346,-0.044169194446086336,123
86,0.03799784242188683,1.5355472534179688,0.9920597109734794,0.6372,0.6372,0.344,-0.04296950336501338,123
87,0.03848558852686586,1.5415648132324218,0.9917420994124186,0.6356,0.6356,0.335,-0.035740642149466095,123
88,0.03822771984564987,1.5325470672607422,0.9918215023026838,0.6369,0.6369,0.344,-0.03962454541143502,123
89,0.03816160615027774,1.5313695556640625,0.9919803080832142,0.637,0.637,0.346,-0.04236147479986973,123
90,0.03831316793610487,1.5280944152832032,0.9916626965221534,0.6372,0.6372,0.351,-0.04029688191961577,123
91,0.038125693958979745,1.5281603393554688,0.9920597109734794,0.6372,0.6372,0.347,-0.04364457190515279,123
92,0.03800644907891532,1.525398159790039,0.9918215023026838,0.6374,0.6374,0.346,-0.05079290277125982,123
93,0.03805468901009792,1.5278202941894532,0.9919803080832142,0.6373,0.6373,0.346,-0.04313611074060022,123
94,0.03819458060971097,1.5261194610595703,0.9919803080832142,0.6374,0.6373999999999999,0.347,-0.045718906357424115,123
95,0.037855877353025466,1.5394963500976562,0.9918215023026838,0.635,0.635,0.347,-0.04693077722970559,123
96,0.037958677257642646,1.5324712829589844,0.9922185167540098,0.6368,0.6368,0.346,-0.04632832135557199,123
97,0.03827720701609298,1.5405256713867188,0.9918215023026838,0.636,0.6359999999999999,0.345,-0.04011379602869266,123
98,0.0384660071374046,1.5340998107910155,0.9917420994124186,0.6358,0.6358,0.344,-0.04118962907471312,123
99,0.037982813380948506,1.5253378234863282,0.992297919644275,0.638,0.6380000000000001,0.347,-0.04525188738494535,123
100,0.038216501829339077,1.5294198486328126,0.9918215023026838,0.6373,0.6373,0.345,-0.04434116049397229,123
