dataset,metric,mean,std
HousePrice_sample_300,mse,0.00022117460314679995,9.623569362585622e-06
HousePrice_sample_300,aug_mse,0.00017001896643385056,7.69515530068017e-06
HousePrice_sample_300,delta_mse,-22.798048559964986,1.9016685596732623
HousePrice_sample_300,p_wilcoxon,0.11653645833333333,0.05042675299237378
HousePrice_sample_300,should_proceed,0.6,0.12649110640673517
HousePrice_sample_500,mse,0.00017233358104945445,6.599267401582031e-06
HousePrice_sample_500,aug_mse,0.00013905094524634473,4.700759648188726e-06
HousePrice_sample_500,delta_mse,-18.874736280721784,1.636232278071107
HousePrice_sample_500,p_wilcoxon,0.052408854166666664,0.020444505184654634
HousePrice_sample_500,should_proceed,0.7333333333333333,0.11417984514369003
HousePrice_sample_700,mse,0.00016453801380637978,4.705035875803206e-06
HousePrice_sample_700,aug_mse,0.0001413362010016903,4.801406251467644e-06
HousePrice_sample_700,delta_mse,-14.112921890580715,1.5799435363359078
HousePrice_sample_700,p_wilcoxon,0.065625,0.02054883875807963
HousePrice_sample_700,should_proceed,0.5333333333333333,0.1288122377439061
