experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
10_0,10,locpc,True,"['6', '5', '2', '7']","['5', '7']",149
10_0,10,pc,True,"['2', '5', '7', '6']","['5', '7']",294
10_1,10,locpc,True,"['8', '0']","['0', '8']",78
10_1,10,pc,True,"['8', '0']","['0', '8']",185
10_2,10,locpc,True,"['7', '1']","['1', '7']",46
10_2,10,pc,True,"['7', '1']","['1', '7']",178
10_3,10,locpc,True,[],"['1', '7']",102
10_3,10,pc,True,[],"['1', '7']",277
10_4,10,locpc,True,[],['9'],307
10_4,10,pc,True,[],['9'],605
10_5,10,locpc,True,"['9', '4', '8', '7']","['4', '7', '8', '9']",174
10_5,10,pc,True,"['8', '7', '4', '9']","['4', '7', '8', '9']",360
10_6,10,locpc,True,"['9', '1', '6']","['1', '3', '9']",80
10_6,10,pc,True,"['9', '6', '1']","['1', '3', '9']",198
10_7,10,locpc,True,"['4', '6']","['4', '6']",75
10_7,10,pc,True,"['6', '4']","['4', '6']",160
10_8,10,locpc,True,"['6', '4', '9']","['4', '6', '9']",121
10_8,10,pc,True,"['6', '4', '9']","['4', '6', '9']",324
10_9,10,locpc,True,"['2', '4']","['1', '2', '4']",132
10_9,10,pc,True,"['4', '2']","['1', '2', '4']",326
10_10,10,locpc,False,,"['2', '9']",41
10_10,10,pc,True,[],"['2', '9']",212
10_11,10,locpc,True,['2'],['2'],68
10_11,10,pc,True,['2'],['2'],148
10_12,10,locpc,True,"['5', '7']","['5', '7']",62
10_12,10,pc,True,"['5', '7']","['5', '7']",237
10_13,10,locpc,True,"['5', '0']","['0', '5']",97
10_13,10,pc,True,"['5', '0']","['0', '5']",314
10_14,10,locpc,False,,"['3', '5']",80
10_14,10,pc,True,"['3', '5']","['3', '5']",167
10_15,10,locpc,True,"['3', '6', '0']","['0', '6']",86
10_15,10,pc,True,"['0', '3', '6']","['0', '6']",161
10_16,10,locpc,True,[],"['3', '4', '8']",201
10_16,10,pc,True,[],"['3', '4', '8']",373
10_17,10,locpc,True,"['7', '9']","['7', '9']",59
10_17,10,pc,True,"['7', '9']","['7', '9']",172
10_18,10,locpc,True,"['0', '4', '1']","['0', '1', '4']",72
10_18,10,pc,True,"['4', '0', '1']","['0', '1', '4']",181
10_19,10,locpc,False,,"['8', '9']",164
10_19,10,pc,False,,"['8', '9']",310
10_20,10,locpc,True,"['0', '2', '5']","['0', '2', '5']",73
10_20,10,pc,True,"['0', '2', '5']","['0', '2', '5']",170
10_21,10,locpc,True,"['6', '3', '8']","['3', '6', '8']",79
10_21,10,pc,True,"['3', '8', '6']","['3', '6', '8']",216
10_22,10,locpc,True,"['0', '8']","['0', '8']",77
10_22,10,pc,True,"['8', '0']","['0', '8']",294
10_23,10,locpc,True,"['1', '4']","['1', '4']",102
10_23,10,pc,True,"['4', '1']","['1', '4']",273
10_24,10,locpc,True,"['6', '0', '4']","['0', '4', '6']",62
10_24,10,pc,True,"['6', '4', '0']","['0', '4', '6']",143
10_25,10,locpc,True,"['7', '5']","['5', '7']",46
10_25,10,pc,True,"['5', '7']","['5', '7']",161
10_26,10,locpc,True,"['0', '8']","['0', '7', '8']",243
10_26,10,pc,True,"['0', '8', '7']","['0', '7', '8']",425
10_27,10,locpc,True,"['6', '8']","['6', '8']",60
10_27,10,pc,True,"['6', '8']","['6', '8']",157
10_28,10,locpc,True,"['5', '3', '8']","['5', '8']",70
10_28,10,pc,True,"['5', '3', '8']","['5', '8']",145
10_29,10,locpc,True,"['1', '5']","['1', '5']",61
10_29,10,pc,True,"['1', '5']","['1', '5']",173
10_30,10,locpc,True,"['0', '4', '8']","['0', '8']",74
10_30,10,pc,True,"['0', '8', '4']","['0', '8']",221
10_31,10,locpc,True,"['0', '1']","['0', '1']",347
10_31,10,pc,True,"['0', '1']","['0', '1']",523
10_32,10,locpc,True,"['0', '4']","['0', '4']",59
10_32,10,pc,True,"['0', '4']","['0', '4']",142
10_33,10,locpc,True,"['3', '8', '4']","['3', '4', '8']",94
10_33,10,pc,True,"['3', '8', '4']","['3', '4', '8']",220
10_34,10,locpc,True,"['0', '2', '3', '8', '6', '9']","['0', '2', '3', '4', '6', '8', '9']",426
10_34,10,pc,True,"['2', '3', '0', '8', '6', '9']","['0', '2', '3', '4', '6', '8', '9']",606
10_35,10,locpc,True,"['7', '9', '0', '2']","['0', '2', '9']",455
10_35,10,pc,True,"['9', '2', '7']","['0', '2', '9']",1070
10_36,10,locpc,True,"['1', '8']","['1', '7', '8', '9']",42
10_36,10,pc,True,"['8', '1']","['1', '7', '8', '9']",144
10_37,10,locpc,True,"['1', '0', '4', '9']","['0', '1', '4', '9']",67
10_37,10,pc,True,"['1', '0', '4', '9']","['0', '1', '4', '9']",126
10_38,10,locpc,True,"['9', '5', '0', '3']","['0', '3', '9']",167
10_38,10,pc,True,"['9', '3', '0', '5']","['0', '3', '9']",301
10_39,10,locpc,True,"['6', '4', '5']","['4', '6']",123
10_39,10,pc,True,"['5', '6', '4']","['4', '6']",221
10_40,10,locpc,True,"['3', '8', '2']","['2', '3', '8']",305
10_40,10,pc,True,"['2', '3', '8']","['2', '3', '8']",563
10_41,10,locpc,True,"['4', '7']","['4', '7']",30
10_41,10,pc,True,"['4', '7']","['4', '7']",131
10_42,10,locpc,True,"['0', '8']","['0', '8']",64
10_42,10,pc,True,"['0', '8']","['0', '8']",199
10_43,10,locpc,True,"['4', '1', '8']","['4', '8']",151
10_43,10,pc,True,"['8', '1', '4']","['4', '8']",271
10_44,10,locpc,True,"['9', '1', '3']","['3', '9']",64
10_44,10,pc,True,"['9', '3', '1']","['3', '9']",187
10_45,10,locpc,True,"['0', '7', '4']","['0', '4', '7']",281
10_45,10,pc,True,"['0', '7', '4']","['0', '4', '7']",408
10_46,10,locpc,True,"['3', '6']","['3', '6']",142
10_46,10,pc,True,"['3', '6']","['3', '6']",383
10_47,10,locpc,True,"['4', '6']","['4', '6']",51
10_47,10,pc,True,"['4', '6']","['4', '6']",278
10_48,10,locpc,True,"['9', '4']","['4', '9']",93
10_48,10,pc,True,"['9', '4']","['4', '9']",186
10_49,10,locpc,True,"['9', '5']","['5', '9']",42
10_49,10,pc,True,"['9', '5']","['5', '9']",130
10_50,10,locpc,True,"['1', '7']","['1', '7']",111
10_50,10,pc,True,"['7', '1']","['1', '7']",230
10_51,10,locpc,True,"['0', '2', '1']","['0', '1', '2']",79
10_51,10,pc,True,"['0', '2', '1']","['0', '1', '2']",167
10_52,10,locpc,True,"['1', '9']","['1', '9']",43
10_52,10,pc,True,"['9', '1']","['1', '9']",140
10_53,10,locpc,True,"['8', '5']","['5', '8']",129
10_53,10,pc,True,"['8', '5']","['5', '8']",242
10_54,10,locpc,True,"['8', '1']",['8'],169
10_54,10,pc,True,"['8', '1']",['8'],354
10_55,10,locpc,True,"['0', '1']","['0', '1']",69
10_55,10,pc,True,"['0', '1']","['0', '1']",192
10_56,10,locpc,True,"['2', '5', '0', '7']","['0', '2', '5', '6', '7']",124
10_56,10,pc,True,"['2', '5', '7', '0']","['0', '2', '5', '6', '7']",217
10_57,10,locpc,True,"['0', '2', '3', '8']","['2', '3']",200
10_57,10,pc,True,"['0', '3', '2', '8']","['2', '3']",478
10_58,10,locpc,True,"['2', '0', '9', '1']","['0', '1', '2', '9']",117
10_58,10,pc,True,"['2', '0', '1', '9']","['0', '1', '2', '9']",219
10_59,10,locpc,True,"['0', '5', '6', '1']","['0', '1', '5', '6']",116
10_59,10,pc,True,"['0', '5', '6', '1']","['0', '1', '5', '6']",217
10_60,10,locpc,True,"['6', '5']","['5', '6']",36
10_60,10,pc,True,"['5', '6']","['5', '6']",186
10_61,10,locpc,True,[],"['1', '7', '8']",37
10_61,10,pc,True,[],"['1', '7', '8']",428
10_62,10,locpc,True,"['0', '8']","['0', '8']",93
10_62,10,pc,True,"['0', '8']","['0', '8']",236
10_63,10,locpc,True,"['9', '3']","['1', '3', '9']",75
10_63,10,pc,True,"['9', '3', '1']","['1', '3', '9']",292
10_64,10,locpc,True,"['6', '3', '8']","['6', '8']",124
10_64,10,pc,True,"['3', '8', '6']","['6', '8']",312
10_65,10,locpc,True,"['0', '1']","['0', '1']",77
10_65,10,pc,True,"['0', '1']","['0', '1']",228
10_66,10,locpc,True,"['9', '7']","['7', '9']",33
10_66,10,pc,True,"['9', '7']","['7', '9']",105
10_67,10,locpc,True,"['5', '4', '1']","['1', '4', '5']",70
10_67,10,pc,True,"['5', '4', '1']","['1', '4', '5']",154
10_68,10,locpc,True,"['0', '4']","['0', '4']",79
10_68,10,pc,True,"['0', '4']","['0', '4']",268
10_69,10,locpc,True,"['5', '9', '6']","['5', '6', '9']",153
10_69,10,pc,True,"['5', '6', '9']","['5', '6', '9']",322
10_70,10,locpc,True,"['1', '6']","['1', '6']",69
10_70,10,pc,True,"['6', '1']","['1', '6']",319
10_71,10,locpc,True,"['2', '8']","['2', '3', '8']",98
10_71,10,pc,True,"['2', '8']","['2', '3', '8']",177
10_72,10,locpc,True,[],['6'],197
10_72,10,pc,True,['6'],['6'],364
10_73,10,locpc,True,"['1', '5']","['1', '5']",48
10_73,10,pc,True,"['5', '1']","['1', '5']",249
10_74,10,locpc,True,"['8', '5', '7', '6', '9']","['5', '6', '7', '8', '9']",122
10_74,10,pc,True,"['8', '5', '7', '6', '9']","['5', '6', '7', '8', '9']",208
10_75,10,locpc,True,"['1', '2']","['1', '2']",38
10_75,10,pc,True,"['2', '1']","['1', '2']",168
10_76,10,locpc,True,"['4', '2']","['2', '4']",168
10_76,10,pc,True,"['2', '4']","['2', '4']",299
10_77,10,locpc,True,"['3', '0']","['0', '3']",36
10_77,10,pc,True,"['3', '0']","['0', '3']",126
10_78,10,locpc,True,"['3', '8', '5', '6', '4']","['3', '8']",221
10_78,10,pc,True,"['3', '8', '5', '6']","['3', '8']",365
10_79,10,locpc,True,"['1', '0', '4']","['0', '1', '4']",48
10_79,10,pc,True,"['0', '1', '4']","['0', '1', '4']",130
10_80,10,locpc,True,"['8', '0']","['0', '8']",216
10_80,10,pc,True,"['8', '6', '0']","['0', '8']",484
10_81,10,locpc,True,[],"['1', '3', '9']",23
10_81,10,pc,True,"['9', '3']","['1', '3', '9']",167
10_82,10,locpc,True,"['6', '0', '8']","['0', '6', '8']",183
10_82,10,pc,True,"['0', '8', '6']","['0', '6', '8']",400
10_83,10,locpc,True,"['5', '9']","['5', '9']",134
10_83,10,pc,True,"['5', '9']","['5', '9']",399
10_84,10,locpc,True,"['0', '2']","['0', '2']",113
10_84,10,pc,True,"['2', '0']","['0', '2']",407
10_85,10,locpc,True,"['8', '1']","['1', '6', '8']",135
10_85,10,pc,True,"['8', '1']","['1', '6', '8']",603
10_86,10,locpc,True,"['3', '8']",['3'],173
10_86,10,pc,True,['3'],['3'],430
10_87,10,locpc,True,"['0', '3']","['0', '3']",127
10_87,10,pc,True,"['0', '3']","['0', '3']",255
10_88,10,locpc,True,"['9', '4', '0', '3']","['0', '2', '4', '6', '9']",237
10_88,10,pc,True,"['9', '0', '3', '4']","['0', '2', '4', '6', '9']",430
10_89,10,locpc,True,"['6', '8']","['6', '8']",87
10_89,10,pc,True,"['8', '6']","['6', '8']",392
10_90,10,locpc,True,"['0', '5']","['0', '5']",82
10_90,10,pc,True,"['0', '5']","['0', '5']",269
10_91,10,locpc,True,"['0', '5']","['0', '5']",155
10_91,10,pc,True,"['0', '5']","['0', '5']",394
10_92,10,locpc,True,"['9', '4']","['4', '9']",167
10_92,10,pc,True,"['9', '4']","['4', '9']",404
10_93,10,locpc,True,"['0', '3']","['0', '3']",106
10_93,10,pc,True,"['3', '0']","['0', '3']",219
10_94,10,locpc,True,"['1', '8']","['1', '8']",139
