experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
100_0,100,locpc,True,[],['81'],1234
100_0,100,ldecc,True,['11'],['81'],3669
100_0,100,pc,True,[],['81'],14483
100_0,100,CMB,False,,['81'],15435
100_0,100,MBbyMB,False,,['81'],35103
100_1,100,locpc,True,"['22', '33', '0']","['8', '33', '62']",952
100_1,100,ldecc,False,,"['8', '33', '62']",12809
100_1,100,pc,True,"['8', '22', '0', '33']","['8', '33', '62']",16598
100_1,100,CMB,True,[],"['8', '33', '62']",5805
100_1,100,MBbyMB,True,"['8', '44', '33', '36', '0']","['8', '33', '62']",4163
100_2,100,locpc,True,"['96', '15', '6']","['15', '96']",1256
100_2,100,ldecc,True,[],"['15', '96']",372
100_2,100,pc,True,"['96', '6', '15']","['15', '96']",18999
100_2,100,CMB,True,['6'],"['15', '96']",6683
100_2,100,MBbyMB,True,"['0', '13', '39', '15', '6']","['15', '96']",4468
100_3,100,locpc,True,"['79', '75']",['75'],1035
100_3,100,ldecc,True,[],['75'],9744
100_3,100,pc,True,"['75', '79']",['75'],19035
100_3,100,CMB,True,"['75', '11', '79']",['75'],3961
100_3,100,MBbyMB,True,"['56', '37']",['75'],4368
100_4,100,locpc,True,['0'],['0'],2925
100_4,100,ldecc,True,"['43', '20']",['0'],2570
100_4,100,pc,True,['0'],['0'],19000
100_4,100,CMB,True,['26'],['0'],7205
100_4,100,MBbyMB,True,"['36', '81', '18', '0', '95']",['0'],3353
100_5,100,locpc,True,['0'],['0'],1168
100_5,100,ldecc,True,"['0', '61']",['0'],3607
100_5,100,pc,True,[],['0'],16222
100_5,100,CMB,False,,['0'],19005
100_5,100,MBbyMB,True,"['20', '63', '0', '2']",['0'],1704
100_6,100,locpc,True,"['95', '89']",['95'],1168
100_6,100,ldecc,True,"['19', '94', '47', '89']",['95'],2754
100_6,100,pc,True,"['89', '95']",['95'],20379
100_6,100,CMB,True,['89'],['95'],5954
100_6,100,MBbyMB,True,"['94', '69', '95', '82']",['95'],5007
100_7,100,locpc,True,"['73', '17', '22']","['29', '73']",1202
100_7,100,ldecc,True,['29'],"['29', '73']",14713
100_7,100,pc,True,"['22', '73', '17', '29']","['29', '73']",20337
100_7,100,CMB,True,"['73', '22']","['29', '73']",3220
100_7,100,MBbyMB,True,"['37', '52', '73', '22']","['29', '73']",3433
100_8,100,locpc,True,"['72', '89', '33']",['89'],1329
100_8,100,ldecc,True,['89'],['89'],1041
100_8,100,pc,True,"['72', '89', '33']",['89'],18353
100_8,100,CMB,False,,['89'],39026
100_8,100,MBbyMB,False,,['89'],51102
100_9,100,locpc,False,,['42'],892
100_9,100,ldecc,True,"['4', '42']",['42'],1943
100_9,100,pc,True,[],['42'],17611
100_9,100,CMB,True,['42'],['42'],3450
100_9,100,MBbyMB,True,['42'],['42'],5406
100_10,100,locpc,True,"['17', '70']",['70'],3237
100_10,100,ldecc,True,"['51', '87', '59']",['70'],2657
100_10,100,pc,True,"['17', '70']",['70'],19901
100_10,100,CMB,True,['61'],['70'],2706
100_10,100,MBbyMB,True,"['51', '70', '15', '17']",['70'],4333
100_11,100,locpc,False,,['23'],7053
100_11,100,ldecc,True,['23'],['23'],510
100_11,100,pc,True,[],['23'],21591
100_11,100,CMB,True,"['23', '25']",['23'],10854
100_11,100,MBbyMB,True,"['1', '11', '97', '23', '36', '15', '7']",['23'],8673
100_12,100,locpc,True,"['12', '74', '34']",['74'],1999
100_12,100,ldecc,True,"['23', '74', '37']",['74'],6078
100_12,100,pc,True,"['34', '12', '74']",['74'],24828
100_12,100,CMB,True,['74'],['74'],449
100_12,100,MBbyMB,True,"['25', '45', '90', '74', '34']",['74'],6060
100_13,100,locpc,True,[],['92'],162
100_13,100,ldecc,True,"['36', '60']",['92'],5440
100_13,100,pc,True,['60'],['92'],19432
100_13,100,CMB,True,['60'],['92'],5622
100_13,100,MBbyMB,True,"['7', '5']",['92'],1480
100_14,100,locpc,True,[],"['2', '48']",2580
100_14,100,ldecc,True,"['48', '2']","['2', '48']",9726
100_14,100,pc,True,"['63', '48']","['2', '48']",16922
100_14,100,CMB,True,"['48', '63']","['2', '48']",6890
100_14,100,MBbyMB,True,[],"['2', '48']",5047
100_15,100,locpc,False,,"['49', '90']",932
