dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
HousePrice_sample_400,985772,0.0003057713567886327,0.00028049641864837875,-8.265960031608023,0.0009765625,True,"[0, 4, 3, 6]"
HousePrice_sample_400,305711,0.0004412846742851335,0.0004216541150975575,-4.448502368539502,0.0009765625,True,[0]
HousePrice_sample_400,435829,0.00031480052511750336,0.0002866460337367235,-8.943597336843977,0.0009765625,True,"[0, 3, 1, 6, 5]"
HousePrice_sample_400,117952,0.0002544544900057311,0.000249639426891034,-1.892308174474988,0.0009765625,True,"[0, 4]"
HousePrice_sample_400,963395,0.0005228194345354362,0.0005397437501432659,3.237124423821063,0.0009765625,True,[6]
HousePrice_sample_400,152315,0.0002617830650364954,0.0002676926245589327,2.2574262096035267,0.0009765625,True,[6]
HousePrice_sample_400,882371,0.0002824486406385926,0.0002211342799138196,-21.708145093616448,0.0009765625,True,"[0, 4]"
HousePrice_sample_400,359783,0.0003597092870946621,0.00033224451198194386,-7.635269952174057,0.0009765625,True,"[0, 3]"
HousePrice_sample_400,304137,0.0002778297275554724,0.00026436136641988636,-4.847703395201621,0.0009765625,True,[0]
HousePrice_sample_400,122579,0.0002570954458123261,0.0002758657836087157,7.300921934685498,0.0009765625,True,"[0, 4, 6, 2]"
HousePrice_sample_400,610581,0.00041288791326321453,0.0003545966074209496,-14.117949198746455,0.0009765625,True,[0]
HousePrice_sample_400,448242,0.0003052888138304162,0.0003449376521212348,12.987321020167796,0.0009765625,True,"[0, 5, 6]"
HousePrice_sample_400,374564,0.00026839858018742186,0.0002476783582126804,-7.71994470323672,0.0419921875,True,"[0, 5]"
HousePrice_sample_400,735831,0.0003546535073575257,0.0003046212621350087,-14.107359488786766,0.0009765625,True,"[0, 6]"
HousePrice_sample_400,736326,0.0002929654570114293,0.00025488069423592745,-12.999745145386228,0.0009765625,True,"[0, 6, 1]"
