"altitude_t","temp_t","precip_t","cover.Artificial_t","cover.Forest_t","cover.Water_t","Alauda.arvensis_t","Carduelis.carduelis_t","Carduelis.chloris_t","Certhia.brachydactyla_t","Columba.palumbus_t","Corvus.corone_t","Cuculus.canorus_t","Cyanistes.caeruleus_t","Dendrocopos.major_t","Emberiza.citrinella_t","Erithacus.rubecula_t","Fringilla.coelebs_t","Garrulus.glandarius_t","Luscinia.megarhynchos_t","Parus.major_t","Passer.domesticus_t","Phoenicurus.ochruros_t","Phylloscopus.collybita_t","Pica.pica_t","Picus.viridis_t","Prunella.modularis_t","Sitta.europaea_t","Streptopelia.decaocto_t","Streptopelia.turtur_t","Sturnus.vulgaris_t","Sylvia.atricapilla_t","Sylvia.communis_t","Troglodytes.troglodytes_t","Turdus.merula_t","Turdus.philomelos_t"
NA,2.82060678160504e-37,1.93766282585617e-173,8.83208770762337e-19,3.62835587718341e-36,8.28520871879542e-12,0.0269182005727595,0.560050275979114,8.97975253446436e-20,0.950901520440911,1.12736221225854e-12,0.159643604885857,0.817845876955454,0.249155906150317,0.000147136813330977,2.05378943516813e-06,0.00190462733044944,4.9464277645147e-06,2.10521902717798e-09,2.11184873009336e-05,0.0533994955820856,1.40918984216146e-09,5.10312833320792e-10,0.334925445788042,5.86511480446862e-07,0.0125251509404786,6.76304816846988e-06,6.89947957710506e-05,1.16593405870788e-10,1.99811895937551e-28,3.40602205817224e-26,1.81042853853398e-06,1.9922495611674e-13,1.7301458394081e-05,0.74364667056692,1.79164572210626e-06
2.82060678160793e-37,NA,1.14331169085274e-21,1.45363707183692e-12,3.33741835592223e-12,1.74792365808478e-09,0.00609097791187124,3.54378870781006e-10,2.21307785764697e-06,0.00187253897879866,0.042335831113081,0.414404845096786,0.561369590244653,0.579667478818721,0.493060435298886,1.03953985273039e-44,2.14134694145547e-16,7.69240299601851e-28,0.0237559833398503,1.71448955448233e-78,1.98084857644901e-06,3.48269771220539e-06,0.0140328079030987,5.9263773993075e-16,9.59219127350292e-11,0.000151834538029533,4.19840219172668e-40,0.0283069820920388,3.85771543626983e-15,4.46640479954418e-25,1.01075542364321e-05,0.00325031520603045,0.534374097798919,5.81628211008523e-16,0.000451067574529312,1.81962022120048e-33
1.93766282585791e-173,1.14331169085211e-21,NA,9.99066327514621e-06,6.87323278319223e-40,3.97589350247042e-06,0.000178737666523351,0.753582611485872,6.57859221048938e-09,0.193537011242129,4.87745604840596e-07,0.257698800608529,0.00936285139602781,0.980185131686321,4.04170599714493e-13,2.72767615902026e-12,0.0032721990500139,4.84982596712729e-05,7.37026599698963e-09,4.52024343615519e-10,1.18097655660778e-08,0.000606777246879392,2.05765743494476e-13,0.842192633327454,3.20442740837992e-05,0.6753631424899,0.00374636412277885,1.54916585052277e-11,1.1587782884637e-06,1.70777191477431e-26,8.25950406184351e-14,1.9517598360064e-17,1.2285048131192e-11,0.372712515684945,0.000100208198738309,1.08398328981069e-15
8.83208770762365e-19,1.45363707183713e-12,9.99066327514813e-06,NA,6.0365925169494e-27,8.54856182870855e-17,0.39094189369036,0.000752222408132416,5.12677460383728e-27,0.00100398478675668,0.878831417869841,0.0026122745909249,4.64079911290744e-13,0.342528487517783,1.25009677871065e-10,0.000140651394663448,2.55728870941638e-10,5.50731399983323e-17,1.17172482481723e-11,8.23050786107428e-05,0.0103436112858358,4.44586480588021e-27,7.28216975240357e-08,5.60984038813834e-07,3.20955765688061e-32,0.462527377052886,0.00134670741222075,9.17101898591605e-07,5.27153014742312e-17,1.61458092134039e-06,1.56203303790106e-19,0.465214072625287,0.00246815442007068,0.0824126731759746,0.00267235236469182,3.39411572062827e-16
3.62835587718431e-36,3.33741835592189e-12,6.87323278319645e-40,6.03659251694871e-27,NA,0.000422685380456311,3.48021141858172e-21,1.9956750325926e-09,2.46522663504738e-26,1.47389032863696e-14,0.757290656343037,1.07197319535931e-09,3.73900284716661e-09,0.0064348583688718,9.15342023782469e-50,0.276788172123698,2.1122496692958e-33,6.01694624653851e-33,3.51034113714891e-21,4.92691922838449e-23,1.77549747641076e-07,5.75409925045841e-41,0.196806516743448,6.55440539853749e-24,8.37533173528504e-30,0.56487112976208,0.22378243048552,2.93399980505056e-50,4.50996952428524e-33,0.000175165135814778,2.37846595249534e-31,5.48244807834881e-05,1.18309949290479e-31,9.48781484202559e-11,0.496839881719338,1.44295937486164e-41
8.28520871879583e-12,1.74792365808476e-09,3.97589350247071e-06,8.54856182870817e-17,0.000422685380456324,NA,0.132286567612811,0.0329877952465277,0.000317558204382234,0.390186268220929,0.0467392568962383,0.907437158260591,0.639784330555836,0.372078133506923,0.0818166491379155,0.0101988997807739,0.00926281120934652,1.23204952902445e-09,1.30570870044967e-08,0.000249712008011133,0.977800086783274,0.0168125928281792,0.984260634927134,0.562651129088373,0.0603127530405169,0.306647396075574,0.621527013862756,0.0220587011377571,0.075938364791306,0.202964111957592,6.03876181703496e-06,0.0115276158164218,0.739238333096272,0.065671260608495,0.478353249247314,0.000660492137796292
0.0269182005727601,0.00609097791187226,0.000178737666523359,0.39094189369038,3.48021141858083e-21,0.132286567612812,NA,0.314473001725089,7.27823921921963e-05,1.11085559229306e-14,0.879073926164205,7.76440763108797e-12,0.0577478729990707,1.54103242097467e-05,1.96849820240723e-13,1.13130681407789e-26,2.98813469149662e-16,6.08315705525215e-08,1.25205233667782e-06,0.0219919397278594,3.71436127744012e-14,0.0725626091104477,0.528541174570657,0.00217972631718988,0.275481365885018,0.0120733697275634,0.000167036707948028,4.46430609505036e-08,0.00554924812922133,0.000895329343330622,0.0221868700295616,0.00317381242010673,7.89546776789227e-42,6.24012302046875e-07,0.100595012057681,0.00148740264304336
0.560050275979124,3.54378870780917e-10,0.753582611485887,0.00075222240813233,1.99567503259304e-09,0.0329877952465273,0.314473001725109,NA,7.71577733156244e-35,0.219235262182265,0.713731257769466,6.54887827498728e-12,0.38438413683014,3.98885995775389e-06,0.475278466229166,0.282222729323515,0.0132202046048457,0.0109003921297651,0.530405706045908,1.27329098249341e-11,1.6520234626006e-07,3.97528129899544e-47,3.87373621712729e-37,1.49018469590776e-05,3.32762007514382e-25,1.77255137633954e-08,0.764614056916468,0.00712901843220107,3.79003409988344e-25,0.960513957526349,3.38257590031633e-17,0.0212920344643159,0.00478994030296414,0.0194520243487161,0.0126914498582101,0.00523433082785458
8.9797525344651e-20,2.21307785764696e-06,6.57859221048907e-09,5.12677460383866e-27,2.46522663504738e-26,0.000317558204382235,7.2782392192204e-05,7.7157773315604e-35,NA,0.865708704320397,4.10131720533141e-09,6.89217246201415e-18,0.0142738240540068,4.17521264009344e-09,0.397934565200231,0.0156654561344751,0.061355309786413,0.0414886370678478,0.051706616139829,0.000285570404314209,9.78949431280327e-07,1.17872919887097e-64,1.61053010263811e-32,0.58257012563488,1.18367083414277e-30,1.17057936852863e-11,3.53558872060377e-11,0.000636798422558277,4.24005337756976e-41,0.191131896865332,5.86862761975488e-39,0.000106200401783412,1.11450976351494e-18,0.00224326134658266,1.56429030478418e-14,0.9150459151868
0.950901520440913,0.00187253897879846,0.193537011242125,0.00100398478675671,1.47389032863691e-14,0.390186268220934,1.11085559229292e-14,0.21923526218227,0.865708704320386,NA,4.71385858970033e-20,0.0855371840292868,4.36661019946496e-07,5.86927620728092e-48,2.39196627213595e-41,0.00826915738490336,8.71087826624344e-35,2.20135166832704e-22,8.97568363260169e-31,0.647127551654385,1.12881233775762e-60,0.443208811355517,0.00021470678390357,5.43974096969174e-28,0.945371060816227,4.83500456506641e-27,0.135720403388205,5.40732595555504e-63,0.770334197139086,1.34402986577362e-11,0.171716465260208,1.38428957234111e-25,0.0476681618727181,6.45431135251932e-23,6.30182910913843e-09,1.82576082334775e-12
