"altitude_t","temp_t","precip_t","cover.Artificial_t","cover.Forest_t","cover.Water_t","Alauda.arvensis_t","Carduelis.carduelis_t","Carduelis.chloris_t","Certhia.brachydactyla_t","Columba.palumbus_t","Corvus.corone_t","Cuculus.canorus_t","Cyanistes.caeruleus_t","Dendrocopos.major_t","Emberiza.citrinella_t","Erithacus.rubecula_t","Fringilla.coelebs_t","Garrulus.glandarius_t","Luscinia.megarhynchos_t","Parus.major_t","Passer.domesticus_t","Phoenicurus.ochruros_t","Phylloscopus.collybita_t","Pica.pica_t","Picus.viridis_t","Prunella.modularis_t","Sitta.europaea_t","Streptopelia.decaocto_t","Streptopelia.turtur_t","Sturnus.vulgaris_t","Sylvia.atricapilla_t","Sylvia.communis_t","Troglodytes.troglodytes_t","Turdus.merula_t","Turdus.philomelos_t"
NA,4.28997922697988e-32,7.13949797684447e-167,2.2927533851964e-16,8.29280995393096e-32,1.65131458148147e-11,0.0378603708808784,0.405234965745083,1.28848554311758e-14,0.0904899880269338,9.20912658256429e-17,0.16678946346418,0.426753453925056,0.203398368866796,0.000218540846756307,2.63454348398861e-11,0.160458922631212,5.52103370306892e-05,4.3466491453922e-08,0.0794307190990408,0.00265125458494442,4.7743732906533e-06,3.71627357105318e-12,0.74035086385489,0.000191581648747692,0.831134582769839,1.1327636597767e-05,0.000350013275633944,1.84080318941124e-05,3.6076651316836e-24,9.25939383117604e-21,1.07688627388548e-08,0.00122530810046445,4.85877400020694e-08,0.713256750508831,0.008608821501641
4.28997922698151e-32,NA,2.79383533778381e-21,2.11503856995578e-14,1.53107480875167e-14,1.32341945497258e-09,0.120571437422423,6.57927499864175e-16,1.03195284317663e-13,0.0235771337727253,0.168101067621084,0.36094637950469,0.922608777129851,0.561538839460283,0.00256907207873267,9.05305493495123e-50,2.69187401608943e-17,4.25273795039151e-25,0.00171886369531488,4.24357361243925e-78,0.00045103364386327,1.37730285881549e-10,1.69561021704782e-06,1.37247011742054e-25,6.82960612143366e-14,1.71485870655811e-05,5.45286994509618e-50,5.95624312507315e-05,3.1449660274749e-16,4.55114914145525e-17,4.41733298526812e-08,0.000211520374778243,0.00292522443652443,2.18706107737797e-16,0.00114955025287866,1.47539019716191e-29
7.13949797686265e-167,2.7938353377832e-21,NA,4.92991379454185e-05,1.0334698949093e-38,0.001094881393681,0.000347773036885554,0.274149763739017,6.14721083815951e-07,0.0285611931471295,6.34786373398809e-07,0.0985338075662727,0.162615911923664,0.831092609365739,1.04649097508053e-11,1.32586042272832e-15,0.0382869686428973,4.88646489808116e-07,2.31849094405476e-06,1.34763105980203e-06,4.29500498140164e-10,0.00402309289294638,3.09583141861169e-12,0.0765172736552311,0.00279865070671966,0.648620204938241,0.00827947099228722,5.18755163463357e-08,0.00241522191507098,1.94542528494096e-21,1.02871420079493e-09,4.29854958297852e-19,0.100909704946891,0.130096357731634,0.00105012560052067,1.07009174845885e-09
2.29275338519562e-16,2.11503856995603e-14,4.92991379454021e-05,NA,3.25395196212588e-30,4.02957258153724e-16,0.815778259736762,1.28378749261054e-08,4.01086298248831e-32,0.000859929763784375,0.570682175691375,1.34264597632833e-05,1.04549976322857e-18,0.00895384248892476,4.09715672619683e-06,2.49820354702966e-05,5.35400453604711e-07,2.04942395394047e-13,1.96792073157559e-10,0.000624278602167692,0.0313038933815787,1.54467270066678e-29,1.31003278117031e-13,8.39676899130297e-07,7.69649058690635e-35,0.196816661270085,0.00190401529142644,2.09028362538185e-05,7.52492718263145e-18,1.65677603126641e-12,7.35725223350456e-20,0.299067973308398,0.957470833998721,0.686678989720523,0.0260135749421999,1.80181002199855e-09
8.29280995393027e-32,1.53107480875174e-14,1.03346989490834e-38,3.25395196212548e-30,NA,3.09936811392349e-06,1.84922636800807e-25,2.08946955605625e-14,1.56441894981885e-33,1.43814074252487e-25,0.238167728580734,5.68082199743627e-14,7.16238054483592e-14,0.000812320737950865,2.58751904532861e-48,0.577317168750553,5.92941243425034e-34,7.55289388912517e-37,2.12798491897719e-15,1.474871494527e-19,3.15503135245962e-11,6.81927112531877e-55,1.44108093000516e-06,1.16423288071933e-30,2.89204696773721e-32,0.698358018057184,0.110496336938154,1.69599272443807e-44,6.73191816962535e-44,0.00829267655676141,1.5145678308252e-42,5.25237573735052e-08,2.40133249048486e-17,3.12834496119401e-11,0.919832082669485,6.70026864619217e-26
1.65131458148149e-11,1.32341945497295e-09,0.00109488139368102,4.02957258153813e-16,3.09936811392221e-06,NA,0.16845493630196,0.000525878603290269,0.000247575572687566,0.904167185778645,0.145816138364616,0.804784310005841,0.0846805545254021,0.75186049988777,5.22773761388546e-05,8.84089042037535e-05,0.0994166963803811,2.31660579538197e-05,2.846876625355e-06,0.0243033780339301,0.296087875988204,0.00308604808343643,0.209852121297641,0.0716286786720007,0.16970455637083,0.288505051593435,0.0843657499673447,9.0911676130719e-05,0.0218192305240026,0.498851509798997,0.000930380864962678,0.0100507023983713,0.454280652770212,0.805843765723834,0.410662997088995,0.000728243765975181
0.0378603708808755,0.120571437422424,0.00034777303688548,0.815778259736775,1.84922636800852e-25,0.168454936301958,NA,0.452014024597102,0.00399220227284256,2.31084065795827e-10,0.81767316123812,3.35593509685057e-15,0.00146441457419586,1.34393925965537e-08,2.8726455632152e-09,3.45163076409946e-32,9.56153700852394e-24,3.66625407860551e-08,5.55110561930512e-09,8.41306334310071e-06,3.18189762682912e-13,9.67413728608163e-05,0.193383338997865,2.71687236291494e-07,0.00586162855146229,0.199186244537814,0.000108679629303722,8.99648891295746e-13,0.000117253888402155,0.000759367415253065,0.000107551988815307,0.0103284843677451,1.88689563928793e-47,2.03631654604713e-11,0.00034051898512708,2.63716968758624e-06
0.40523496574506,6.57927499864137e-16,0.274149763738991,1.28378749261057e-08,2.08946955605553e-14,0.000525878603290312,0.452014024597081,NA,1.67200517582599e-42,0.443012686326518,0.401583777142717,3.63330861640158e-11,0.249874824534442,7.17237109451835e-07,0.127624608996729,0.126573395472714,8.39591128257799e-05,0.000760142895981431,0.583615406336124,1.62081754358275e-16,6.62905591636814e-06,2.53356610304284e-53,1.70274278706831e-58,0.00334894480813009,7.69783722974105e-30,2.2102557040786e-18,0.0525626544764309,2.7890731317817e-05,9.547711724765e-34,0.00348102954771695,4.20209484623616e-17,0.132565315789697,4.3174649001565e-07,0.10241447274277,0.101487496295308,0.00085754575507084
1.28848554311713e-14,1.03195284317641e-13,6.14721083815849e-07,4.01086298248991e-32,1.56441894981848e-33,0.000247575572687517,0.00399220227284291,1.67200517582579e-42,NA,0.231457866726927,6.15071261609712e-11,2.07497079795676e-19,0.00629567842837536,2.98268485028877e-10,0.237169797583713,0.0574613021268621,0.0162243820398336,0.0160385881593164,0.103395385671717,1.36420923119463e-08,2.22731215783654e-10,5.32200347107449e-64,3.93537477489676e-32,0.0571503477796854,3.202936461356e-49,1.36219797917019e-13,0.00316064772083379,0.0116662535832484,1.02199795965244e-49,0.285984107141961,5.51322951331888e-39,5.63229371301786e-05,3.3288429733264e-07,0.00857323819240358,5.34054167283618e-15,0.214026940197323
0.0904899880269361,0.0235771337727243,0.0285611931471256,0.000859929763784435,1.43814074252471e-25,0.904167185778679,2.31084065795715e-10,0.443012686326505,0.231457866726932,NA,3.76164947573499e-17,0.153219873266863,1.12010144246389e-08,8.09827724329426e-38,1.90407882847453e-40,0.156011523578938,3.95800754581619e-31,3.41288259318697e-22,2.00906816266129e-28,0.460095716876321,1.2160405579944e-59,0.00523651096868354,0.0603450690064869,2.59566101403099e-26,0.205002799722212,3.21031891580309e-17,0.045014736744695,3.21229163024407e-59,0.147516268019202,5.15144977600089e-06,0.623637082208301,1.34358633327516e-26,0.0295871667177026,1.38158095354077e-22,9.67430803693908e-13,3.39527905913719e-10
