dataset,metric,mean,std
HousePrice,mse,0.0013288103412194194,0.0
HousePrice,aug_mse,0.0006361384255776099,0.0
HousePrice,delta_mse,-52.127221933429574,0.0
HousePrice,p_wilcoxon,0.0009765625,0.0
HousePrice,should_proceed,1.0,0.0
