epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
1,2.5127639976478444,3.8392781372070313,0.36850881372081945,0.2302,0.23020000000000002,0.0,,123
2,1.3010547959617116,2.541065759277344,0.5394632364618072,0.2437,0.24370000000000003,0.0,,123
3,1.1033554816219528,2.227092529296875,0.6148959822137526,0.3122,0.3122,0.0,,123
4,1.1886910385076104,2.5026652770996094,0.5977449579164682,0.3091,0.3091,0.0,,123
5,1.2490347289312107,2.5239881225585936,0.5826584087660791,0.2901,0.29009999999999997,0.0,91.90063902654656,123
6,1.2176212043029193,2.369998107910156,0.6101318087978402,0.3437,0.3437,0.0,32.19689999783677,123
7,1.0735130849217014,2.0696889404296877,0.6388756550738447,0.3951,0.3951,0.0,16.37971388129401,123
8,0.8848414221926115,1.9367500610351562,0.6933460377957757,0.4023,0.4023,0.0,11638.987454592374,123
9,1.0105565183026763,1.8331550659179687,0.665634429093219,0.4201,0.42010000000000003,0.004,25.550566904751392,123
10,0.9125111837206861,2.0274358154296874,0.6786565030967128,0.3898,0.38980000000000004,0.001,152.21351235407442,123
11,0.9649994419892098,2.1043730407714842,0.6700015880578053,0.3961,0.3961,0.017,116.72350962166958,123
12,0.80162021048735,1.8035171813964843,0.7207400349372717,0.456,0.45600000000000007,0.082,16.67067371552401,123
13,1.2946218981598225,2.356206024169922,0.598062569477529,0.4085,0.4085,0.001,14.324947068632916,123
14,0.7099994858124908,1.6272347961425782,0.7520247737017628,0.4958,0.4957999999999999,0.037,93.0581871122049,123
15,0.9060701682527084,1.5661074768066405,0.6977925996506272,0.5222,0.5222,0.08,45272.769357474004,123
16,0.7776407996340178,1.9515523315429688,0.734000317611561,0.4333,0.4333,0.095,20.904598555540133,123
17,0.6764748845759964,2.007574530029297,0.766793711291091,0.4863,0.48629999999999995,0.002,39.39838100907231,123
18,1.3973763362744582,3.7780531494140623,0.6588057805304113,0.3302,0.33019999999999994,0.016,188.29850236310557,123
19,0.7595967551309077,1.505329019165039,0.7429728442115293,0.5765,0.5764999999999999,0.173,21027.731088768352,123
20,0.5457683876428941,1.3004464324951173,0.8161823090360489,0.626,0.626,0.2,13.616721052212839,123
21,0.5867138051297601,1.475260385131836,0.8022074003493728,0.5933,0.5932999999999999,0.234,34.02566611422171,123
22,0.5259697665595736,1.3250658020019532,0.8168175321581705,0.6001,0.6001000000000001,0.259,8.456063426947951,123
23,1.1876877670971877,2.710526159667969,0.6644433857392409,0.4675,0.46749999999999997,0.021,11385.826346229931,123
24,0.5168375748574819,1.5323915008544922,0.8226933460377958,0.5878,0.5878,0.123,10.599539802605252,123
25,0.5852527394263691,1.3982809967041017,0.8083214228997936,0.6263,0.6263,0.317,8492.14365808656,123
26,0.47419582686197836,1.1817113189697266,0.83785929807845,0.6527,0.6527000000000001,0.307,5.708831324047833,123
27,0.7235308912645848,1.1846776916503907,0.7524217881530888,0.6649,0.6648999999999999,0.438,7.564671821305395,123
28,0.5712494764590009,1.7663908874511718,0.8141178338891536,0.5544,0.5544,0.195,68.90442592123794,123
29,0.5347031270282049,1.2196278381347656,0.8124503731935843,0.6489,0.6489,0.392,802684.3497911767,123
30,0.6006660282715968,1.622026303100586,0.8037160552644116,0.5979,0.5979,0.171,14.348045503132468,123
31,0.47753975189582154,1.0784047393798828,0.8380181038589805,0.6929,0.6929000000000001,0.405,246112.966987255,123
32,0.37331542905141424,1.3577538330078125,0.8688264252818803,0.6318,0.6317999999999999,0.326,37.11411793804433,123
33,0.4361584810145189,1.174753561401367,0.8519930125456566,0.7022,0.7022,0.448,2.7012727711141955,123
34,0.40072534666262827,1.389574090576172,0.8631094171827854,0.6472,0.6472,0.181,23.961897007975917,123
35,0.35522891234382287,1.133166342163086,0.8735905986977927,0.7028,0.7028000000000001,0.32,16.103988822300384,123
36,0.37942990905352203,1.2821970825195312,0.8673177703668413,0.6845,0.6845,0.235,18.660037911715374,123
37,0.32761661813659326,1.5364191223144532,0.8870890900428776,0.648,0.6479999999999999,0.33,16.710934935486975,123
38,0.3085246324652771,1.381442901611328,0.8936795299348896,0.6647,0.6647000000000001,0.395,3.464167896451844,123
39,0.28271405046016845,1.2770412200927734,0.9040813085596315,0.693,0.6930000000000001,0.315,6.839974254578214,123
40,0.39142316588337733,1.4074719390869141,0.863744640304907,0.6497,0.6496999999999999,0.247,13.388437928250367,123
41,0.3191531733972829,1.481394482421875,0.8904240114340162,0.6654,0.6654,0.201,954.8329218877536,123
42,0.2779352263986298,1.382257745361328,0.9005875813879626,0.6687,0.6687000000000001,0.338,9.741938405343351,123
43,0.33574374206334573,1.671254067993164,0.8871684929331428,0.6373,0.6373000000000001,0.282,58148.54287808944,123
44,0.3082225321587521,1.0337897857666016,0.8932825154835636,0.7394,0.7394000000000001,0.51,2.6224576579289147,123
45,0.2503383606790607,1.090310580444336,0.9140860727330474,0.7336,0.7336,0.51,1.464791138182368,123
46,0.21560362155084972,1.3948970642089844,0.925837700492298,0.6947,0.6947,0.288,5.976913027755472,123
47,0.21726618287145705,1.1818832214355468,0.9250436715896458,0.7298,0.7297999999999999,0.462,3.283311334517342,123
48,0.21854272652793086,1.1691985534667968,0.9238526282356678,0.7311,0.7311,0.4,220082.8048397494,123
49,0.20434507180986772,1.3153124969482421,0.9304430681276799,0.717,0.7170000000000001,0.404,623688.3092916199,123
50,0.15918717695566062,1.3119645782470704,0.9465618548515166,0.7128,0.7128,0.371,4.217980874181938,123
51,0.20630856811271425,1.5054146423339845,0.9296490392250278,0.6886,0.6886,0.323,2.93900377317826,123
