M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.16,1.06,1.04,1.02
128,1.00,1.08,1.01,0.99,0.99
256,1.00,1.09,0.98,0.94,0.95
512,1.00,1.15,1.06,1.03,1.03
