M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,11877.544,13167.628,12166.115,11920.667,11759.252
128,18841.894,19964.625,18839.094,18514.630,16674.433
256,27594.819,29033.788,26827.529,27210.617,25725.501
512,30816.945,33065.910,30668.049,30052.936,29768.624
