M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.36,1.38,1.35,1.31
128,1.00,1.31,1.22,1.21,1.19
256,1.00,1.13,1.08,1.10,1.04
512,1.00,1.25,1.15,1.12,1.11
