M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,0.94,0.91,0.90,0.89
128,1.00,1.02,0.98,0.98,0.97
256,1.00,1.00,0.97,0.93,0.95
512,1.00,1.03,1.00,0.98,0.97
