M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,13408.688,11811.221,11450.870,11304.699,11242.685
128,20365.059,20974.514,20226.041,20174.587,19923.944
256,30637.694,30382.776,29660.555,29161.184,29020.944
512,35906.663,36557.590,35027.394,35016.672,34711.669
