M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,13971.321,13126.715,12729.785,12577.564,12365.574
128,20826.394,21253.270,20504.920,20420.704,20292.843
256,32833.535,32893.416,31895.728,30423.262,31186.014
512,34794.621,35926.756,34871.569,34189.034,33837.195
