M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.00,0.98,0.86,0.97
128,1.00,1.00,0.98,0.96,0.97
256,1.00,1.01,0.86,0.87,0.83
512,1.00,1.00,0.97,0.98,0.97
