M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,17144.164,19981.833,20180.398,19850.912,19543.631
128,25429.402,28776.639,28287.691,27981.664,27862.013
256,39979.300,45051.344,38053.342,39278.027,42676.647
512,43637.979,49050.351,47672.281,47526.376,46989.497
