M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.17,1.18,1.16,1.14
128,1.00,1.13,1.11,1.10,1.10
256,1.00,1.13,0.95,0.98,1.07
512,1.00,1.12,1.09,1.09,1.08
