M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,9565.303,12231.115,11919.893,11803.052,11580.481
128,15444.385,20002.128,18663.176,18686.455,18187.098
256,24739.194,28878.889,27117.621,26730.764,26131.360
512,26484.784,32756.880,30559.451,30176.570,29632.916
