M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.28,1.25,1.23,1.21
128,1.00,1.30,1.21,1.21,1.18
256,1.00,1.17,1.10,1.08,1.06
512,1.00,1.24,1.15,1.14,1.12
