M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,5672.110,7735.557,7813.033,7639.190,7439.402
128,10018.526,13125.554,12251.234,12090.311,11926.544
256,16587.031,18769.097,17906.493,18207.030,17322.325
512,17428.543,21795.946,19955.806,19479.496,19356.300
