M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.05,1.10,1.11,1.10
128,1.00,1.24,1.19,1.19,1.19
256,1.00,1.26,1.11,1.12,1.12
512,1.00,1.19,1.13,1.13,1.13
