M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,9965.302,10452.584,10995.627,11023.609,10942.140
128,17190.953,21249.146,20517.425,20380.552,20442.752
256,26501.885,33332.277,29464.704,29701.389,29565.100
512,31130.799,37106.456,35154.678,35149.358,35144.099
