dataset,metric,mean,std
623_fri_c4_1000_10_sample_300,mse,0.002582850049165465,0.00017301825746420665
623_fri_c4_1000_10_sample_300,aug_mse,0.0025293842114105076,0.0001798016577381863
623_fri_c4_1000_10_sample_300,delta_mse,-2.3056768245853507,1.7944878758347134
623_fri_c4_1000_10_sample_300,p_wilcoxon,0.11139322916666666,0.03251683855878701
623_fri_c4_1000_10_sample_300,should_proceed,0.5333333333333333,0.1288122377439061
623_fri_c4_1000_10_sample_500,mse,0.0018754785538000645,9.064459501599329e-05
623_fri_c4_1000_10_sample_500,aug_mse,0.0017964084135890027,8.654682575113446e-05
623_fri_c4_1000_10_sample_500,delta_mse,-4.010048724660918,1.9036970613722888
623_fri_c4_1000_10_sample_500,p_wilcoxon,0.23274739583333334,0.06226128094017455
623_fri_c4_1000_10_sample_500,should_proceed,0.26666666666666666,0.11417984514369005
623_fri_c4_1000_10_sample_700,mse,0.0014219968667121185,5.3146956329510064e-05
623_fri_c4_1000_10_sample_700,aug_mse,0.001395103854228338,3.9986728592663964e-05
623_fri_c4_1000_10_sample_700,delta_mse,-1.1468391471500314,2.087054097413906
623_fri_c4_1000_10_sample_700,p_wilcoxon,0.1248046875,0.057399593537029045
623_fri_c4_1000_10_sample_700,should_proceed,0.6,0.12649110640673517
