M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1530.162,2962.782,1741.273,975.437,
128,2384.213,4162.316,2710.850,1888.959,960.689
256,2425.349,4057.627,2725.933,1401.092,
512,1368.214,4153.906,1688.425,,
