M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,0.98,0.97,0.96,0.92
128,1.00,1.20,1.15,1.12,1.10
256,1.00,1.16,1.10,1.09,1.07
512,1.00,1.17,1.09,1.05,1.03
