M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.15,1.06,0.97,0.94
128,1.00,1.03,1.01,1.00,0.96
256,1.00,1.08,0.97,1.03,1.01
512,1.00,1.08,1.04,1.02,1.00
