M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.15,0.99,0.93,0.98
128,1.00,1.20,1.05,0.97,0.96
256,1.00,1.20,1.05,1.01,0.99
512,1.00,1.25,1.13,1.07,1.02
