M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.22,1.12,0.94,0.90
128,1.00,1.32,1.18,1.04,1.01
256,1.00,1.23,1.13,1.01,1.00
512,1.00,1.26,1.14,1.06,1.04
