M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,0.98,0.89,0.86,0.82
128,1.00,1.06,0.99,0.96,0.96
256,1.00,1.13,1.05,1.02,0.96
512,1.00,1.17,1.07,1.02,1.00
