M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,7541.672,6766.770,6489.904,6232.101,6045.765
128,9959.805,11193.172,10340.965,10627.038,10616.130
256,15360.549,16708.365,15124.763,14833.320,14700.639
512,15245.073,16242.719,15424.529,15235.368,14529.958
