M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,5678.724,5558.070,5492.307,5452.542,5238.427
128,8191.466,9850.955,9425.515,9210.025,8972.748
256,11541.892,13420.397,12677.987,12608.904,12360.724
512,11630.772,13621.979,12652.836,12256.886,11931.790
