M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.05,0.98,0.96,0.95
128,1.00,1.17,1.05,1.10,1.07
256,1.00,1.19,1.13,1.13,1.06
512,1.00,1.34,1.26,1.27,1.18
