M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,0.90,0.86,0.83,0.80
128,1.00,1.12,1.04,1.07,1.07
256,1.00,1.09,0.98,0.97,0.96
512,1.00,1.07,1.01,1.00,0.95
